ID_Ucznia_w_klasie,Pesel,Nazwa_klasy
334,97080585170,3B
335,92031605530,3D
336,90082647343,4A
337,94102734903,1B
338,95010486562,1C
339,90041593115,4C
340,92030708517,4C
341,95100507810,2C
342,94050140782,1B
343,90121360844,4C
344,93022888581,2D
345,98112229398,4B
346,90051032495,2D
347,97080474889,2C
348,97082241256,4C
349,98021622114,3D
350,98112300970,2A
351,90012657455,1C
352,98030418689,4C
353,90091593172,3D
354,99102176054,4D
355,92013040722,4A
356,96052285504,1A
357,91060604673,3D
358,94020379712,4C
359,91042082556,2C
360,98102028200,3C
361,96041421544,4C
362,96120423784,2A
363,98013167564,2C
364,91110476984,1A
365,90090977209,3C
366,92060469396,4D
367,98102946313,1A
368,92060693683,1A
369,93122706406,1A
370,95072111668,2C
371,98080143618,4B
372,97050567128,2A
373,93092801976,4B
374,93031517733,1A
375,92061962485,3B
376,96061622909,4B
377,95070962310,2A
378,95110224790,1A
379,96100237112,3A
380,97082687740,3D
381,97122834842,2A
382,95052012059,2B
383,98050179849,1D
384,90120434083,1D
385,94050738857,2C
386,98120183525,3A
387,96071562905,2B
388,96081327660,1A
389,91122546721,4B
390,99012338124,4B
391,90022498691,4B
392,91010143445,3D
393,96070216744,2A
394,94110734579,1D
395,99020580999,2B
396,94061057938,3D
397,92100682624,2B
398,94080675500,2C
399,93012388233,2C
400,90072298029,1B
401,93092871793,1A
402,98060440881,4B
403,95021749625,2C
404,92122130554,2C
405,97111845402,2A
406,95013062585,4C
407,91103060617,1D
408,92012460178,4C
409,95040211985,2A
410,93022855169,1B
411,99091939782,4D
412,93050465374,1C
413,99102216084,2C
414,96010686655,1B
415,96081211251,4C
416,94071032969,4D
417,91011167727,1D
418,99052382585,1D
419,92081460862,3C
420,94040761919,1A
421,94112944604,3D
422,97040371199,4D
423,91013151337,3A
424,90021919526,4D
425,98073021992,3C
426,90022560271,4B
427,96051289172,2D
428,93062991656,4A
429,98050922416,4D
430,91090366170,3A
431,93101759588,3A
432,96020189845,1B
433,93033060055,1D
434,97040547114,4B
435,94041904306,4B
436,98072500946,1D
437,92022990883,4B
438,94042748291,1C
439,90032932105,4B
440,94071700059,4B
441,96112538144,4D
442,97041393783,3A
443,94010968320,1A
444,99070684308,1C
445,96112776155,2A
446,95100315534,1A
447,91122004296,1B
448,98111403094,3D
449,92031364598,3A
450,94112284775,1C
451,93101703792,4A
452,92010102876,3D
453,98021518608,2A
454,92042720057,1B
455,97092409073,2B
456,99120276376,2B
457,93022777498,1A
458,98121419599,4D
459,93053115481,1B
460,99120754274,2A
461,94083161574,2C
462,97071792844,2A
463,90012712561,3D
464,96080206438,4C
465,96031616358,4B
466,99122978177,3A
467,90111251141,4B
468,90112420373,2B
469,92061224639,3C
470,92122376976,3A
471,92083185099,4A
472,98111597931,1B
473,96012116992,4C
474,92070477503,1B
475,90062482825,2D
476,93051077547,3D
477,92081964557,4C
478,97030508952,4A
479,96010420329,3C
480,92021557867,1D
481,97040280156,3B
482,94081236746,1A
483,95071681405,1C
484,97022633929,2B
485,91071950712,2C
486,93020761040,3A
487,98062908095,3C
488,98013152443,2C
489,93090998054,3A
490,95120940907,3A
491,95070757462,3C
492,92121157367,2B
493,99091182203,2D
494,98031429361,2C
495,93112643735,2A
496,98061931296,4D
497,93031183374,4B
498,92051489178,1D
499,98081935537,4A
500,98071710364,2D
501,91061121816,2B
502,94052934190,4D
503,94022536641,4C
504,99021438888,1A
505,93080190844,1C
506,98030878586,3B
507,91081129366,1C
508,98031338632,1C
509,94112630729,3C
510,93030207716,4B
511,92071039153,3D
512,96010210285,4C
513,96100801102,1C
514,98022617924,1C
515,94051585649,1D
516,95032266630,2B
517,99121581664,1A
518,94072687229,1B
519,95081167180,1A
520,90082368097,4C
521,98040342952,3B
522,93101733036,4D
523,98061275873,1A
524,97120134852,2C
525,93011714459,4D
526,94060351798,1A
527,93092167322,1B
528,94101009215,4C
529,96122247061,2D
530,92103193781,1B
531,95032501898,4A
532,95031420330,4D
533,92022921623,3D
534,91072009934,2B
535,97090562899,4A
536,91122499579,3A
537,96072587967,3A
538,95010235456,3C
539,92120198415,4C
540,95120259337,3D
541,94072037031,3D
542,98122806521,2C
543,99111255827,1B
544,98012484514,4C
545,94121342732,3B
546,98010515339,4D
547,94060110784,3B
548,99121811466,4A
549,98051538959,1C
550,96061939948,3B
551,92070729228,4A
552,97062449751,3B
553,91011169026,1D
554,95081675186,2A
555,94121670334,3C
556,97011797980,1C
557,96110842557,2A
558,98031477951,1A
559,92090422062,4D
560,96031497113,1A
561,95061843637,1B
562,96010380436,2A
563,97052198142,2A
564,90110470813,4A
565,97092571950,1C
566,96072740320,4A
567,91121174646,1C
568,93093090555,1D
569,91123161136,4A
570,99073088994,4C
571,94071755998,4C
572,91101809258,3B
573,95030383311,1C
574,98012168474,3A
575,98111760533,2D
576,97062463416,4B
577,97100449378,2A
578,94041859323,2D
579,98082867004,1D
580,96103117635,4D
581,90040920974,2D
582,97021377895,1A
583,97022410643,3C
584,95020788399,1D
585,92041977306,3A
586,97121565309,2B
587,96082271975,4B
588,92100271592,4D
589,98062881798,1B
590,93090407389,4D
591,90031389939,2B
592,95073168034,4C
593,95060954332,2B
594,95051372448,4C
595,97051647555,1A
596,93090696983,1D
597,95091371960,1C
598,95070257672,1B
599,93091560201,2A
600,93112649335,2C
601,91020549426,2B
602,98011817928,2C
603,95053142542,4D
604,93030569878,3B
605,91010865442,1C
606,98020104475,3C
607,98061367510,3B
608,92100398356,4A
609,91081059986,1A
610,98081410722,2D
611,94060123155,2D
612,92020534166,4D
613,94120905927,2A
614,97011206550,4C
615,93022446817,2A
616,93110870140,1C
617,94071203187,2C
618,95020856456,4A
619,92060386255,2C
620,98032425199,4D
621,96073067637,3A
622,90112201275,4D
623,92101949827,2C
624,95101552857,4D
625,92083121103,3C
626,98122454656,3A
627,99100143030,1D
628,92042322426,2D
629,93072859182,3A
630,93092106958,1A
631,90080183270,3B
632,91031928175,1B
633,92061961293,2A
634,98053059324,1D
635,95031024213,1D
636,91053048444,2B
637,97040226895,4B
638,97082735115,2A
639,93080356644,1C
640,90071907731,3B
641,92112153712,1C
642,98021775867,3B
643,98020524011,3D
644,97112997344,3C
645,97122986877,4D
646,95021683693,4D
647,95011841982,1A
648,94021583880,4D
649,99042709202,1B
650,95060455840,3A
651,94071619405,1B
652,90033084665,2D
653,99030267037,1D
654,95041389034,1A
655,98122904281,3B
656,95021485776,4D
657,93071317443,4C
658,92100818425,4D
659,99081694332,4D
660,95022471310,3D
661,94091385298,1D
662,97110474557,1B
663,93112521297,1B
664,98021004767,2D
665,90073099520,3D
666,95031919645,1A
667,95072105324,2B
668,98081639943,3B
669,96021605223,2A
670,97120537259,1A
671,98031348642,3A
672,97082704221,1D
673,96070402314,3C
674,94090671491,2B
675,99051311614,1B
676,97072575921,3D
677,90100107152,4A
678,91022365934,1B
679,97061022102,3C
680,98021112970,1D
681,90061697453,1D
682,92040340514,4C
683,94031556281,2A
684,92092584432,3C
685,90121192681,2A
686,93040933315,2D
687,95050656226,1D
688,94081820114,2C
689,98022281280,4B
690,92031009679,4D
691,96061332680,3D
692,94072362159,2D
693,94012738516,4D
694,90032242376,2A
695,99032989704,4C
696,96080586051,3A
697,98053162945,2D
698,91080138253,3A
699,99111537640,2D
700,96053151510,1C
701,99102797589,3D
702,94022390564,1A
703,97090161470,1D
704,99081416503,1A
705,96060178623,1C
706,90030788685,4A
707,93013126511,3C
708,91120161382,2A
709,98030815301,1A
710,98122165932,4C
711,98100946698,1B
712,91030914407,3B
713,91091390653,2C
714,97062694724,1C
715,97121812784,4C
716,90031486933,1C
717,90101523199,4B
718,92011169603,2D
719,96051949803,4B
720,91101164276,2C
721,98091791774,4A
722,97100619052,2B
723,91092559806,3D
724,94042921070,3C
725,98090472755,1B
726,99103074504,4C
727,95031327101,2C
728,94072750275,3A
729,97060921259,3C
730,95111738005,1A
731,95103001069,4A
732,92123131523,3C
733,92122818326,1A
734,97052676422,1C
735,95112807759,3D
736,98121470291,1B
737,96081881766,4C
738,95040404576,4D
739,98073077986,1C
740,95082851455,2A
741,90080538308,2D
742,99021711909,2D
743,94123097210,2B
744,94071748684,3A
745,91022521000,4D
746,91100232402,3D
747,94061510040,4C
748,99092701520,4C
749,98091130704,2A
750,91103184751,3B
751,90071251267,1C
752,94012433916,3D
753,92081408251,4B
754,94102021885,4B
755,91012280081,3B
756,99010737451,3B
757,98071477450,2A
758,96100865852,2B
759,98061962227,1D
760,97100750199,2D
761,92080830381,2C
762,98021783820,2C
763,96101231238,2B
764,95091556260,3C
765,92042740916,1C
766,98032089278,3C
767,96031066047,3C
768,92101167917,4B
769,97081719725,1A
770,97020887054,2D
771,91010780545,3B
772,95051161907,4B
773,97102770322,4A
774,90091845163,4B
775,94080698257,3A
776,98122801205,1D
777,99120463145,3D
778,92082249709,4D
779,92072286394,2D
780,91110362867,2C
781,94022645404,4D
782,93030587735,2D
783,97091627546,3B
784,94060272750,1A
785,98040505667,1C
786,98070986106,3B
787,94120842936,2B
788,98071139411,2A
789,98091835852,2B
790,92090484284,4D
791,98090757335,3A
792,92052407591,3A
793,97103189826,4B
794,95101852964,3A
795,98122515140,3B
796,99091870719,1B
797,96062357376,3C
798,98032205397,1C
799,93021928956,4B
800,96070194688,1A
801,94050837235,3C
802,90080684665,2B
803,99032694411,1C
804,97071109736,3B
805,95020326155,1C
806,94091826289,3A
807,92112837993,2D
808,92121353985,3C
809,92030517331,4D
810,99070286364,1A
811,96051806054,3B
812,90050695093,2C
813,93031266651,3A
814,99042767680,2B
815,92121620540,3D
816,99060592424,4B
817,91040906810,2D
818,95062009580,4A
819,95050915477,1C
820,93041478583,3C
821,97062225207,4A
822,96110532157,2B
823,96112628865,4C
824,98080387656,2D
825,93092639658,1D
826,92112376791,1A
827,99050577910,3B
828,94041158514,2C
829,96082726550,4A
830,94032142308,4B
831,93053005603,2D
832,90071916221,2B
833,90052038216,4C
834,93020815916,4C
835,94042455405,3C
836,94022193266,4D
837,97101996459,2A
838,91111820607,4C
839,93103164513,1A
840,94042631492,3C
841,94042376528,3A
842,92041086268,1A
843,98102657460,1B
844,95120531051,1C
845,99011828486,3C
846,90060819678,4B
847,93081044838,2D
848,97062483139,4D
849,95080229249,1D
850,94112821806,4C
851,94082775635,2D
852,92050435903,4D
853,99012022155,2C
854,90073168275,3A
855,96051850596,3B
856,97100251812,2B
857,91021452004,1D
858,98021369631,3D
859,96082899650,3B
860,92062535497,4D
861,91021971370,1B
862,94090957966,2A
863,99061615566,3A
864,99050797538,3C
865,92082976803,1D
866,97081748624,3C
867,90061513175,2A
868,91122282599,1A
869,90032789004,1D
870,97031273031,2C
871,92011116575,4D
872,96070369695,4B
873,93100209473,4A
874,99122565074,3D
875,94080351868,2B
876,92111308434,4D
877,91010915666,1B
878,93021760437,3A
879,90010819147,2A
880,96102998989,1C
881,99071053725,4A
882,96112833881,3C
883,96090689960,4B
884,95062554974,2B
885,95060391049,4C
886,98021862271,1C
887,92042406933,2B
888,96120452515,4D
889,91021860737,2B
890,97110867227,3C
891,97122205989,2C
892,97042318943,4A
893,97101941855,1A
894,97051737955,2D
895,97112046222,4B
896,96111873037,3D
897,97032906468,4D
898,98101674723,3A
899,99041241554,1C
900,95101498360,3B
901,98082411999,1D
902,99100493319,1C
903,97070838536,1D
904,93081149755,1C
905,97071104113,2C
906,93052611230,1C
907,96081715762,4C
908,97020736846,1A
909,90090343266,1A
910,99092033485,3A
911,96082624193,2B
912,99041944808,4D
913,94110486315,3B
914,99032785294,3D
915,98080535295,1C
916,92060850606,3B
917,97092144697,4A
918,96051272103,2C
919,93061673256,3B
920,97011164306,1C
921,91042527190,1B
922,97112305114,2C
923,95060702393,4D
924,94021352596,3A
925,99042246510,1C
926,99100404870,1B
927,92010564539,4A
928,91102507117,1B
929,91021098622,1B
930,90110857195,4D
931,99111993901,2A
932,91081786745,2B
933,99053079037,3B
934,99121564524,1C
935,98051993431,4D
936,97071706285,4A
937,97122673306,4B
938,91011217880,1D
939,96112423040,1B
940,90070870340,1A
941,95102337165,1B
942,90122108139,1C
943,90090898049,1D
944,95042258869,4C
945,95101278674,2D
946,95083121180,2D
947,97082617084,3B
948,91041488230,4B
949,93042058236,1B
950,93100164196,4D
951,95062049032,4A
952,94121735204,2B
953,95111403468,3B
954,90110372559,4D
955,97092889389,3C
956,91101553638,1B
957,94100762698,4B
958,99072614664,3B
959,92011793721,2A
960,98032228280,1B
961,97042402309,2C
962,92083055925,4C
963,98051429820,4A
964,92040547041,4B
965,96121485400,1A
966,92042925476,1C
967,93061466757,2D
968,99033059916,2B
969,92022976180,1C
970,97101990637,1D
971,95011367217,3A
972,91082394280,1A
973,96092095873,2C
974,98080574630,3A
975,96061090661,3B
976,93071506115,2A
977,96011200069,4C
978,97080539032,4D
979,93032203109,2B
980,92081660453,3B
981,91101092733,1A
982,97072685945,4C
983,92010648008,1A
984,97010344299,1D
985,91110408336,3D
986,90051647341,1D
987,99051698203,4C
988,91040254395,4D
989,94051366169,3A
990,96072862813,4D
991,92072956684,4B
992,98032490126,2C
993,93072831027,4B
994,91072528712,1D
995,92030291642,4D
996,91031743653,2C
997,98071960486,3A
998,92112893294,3A
999,99062968403,3B
1000,97051713979,3D
1001,98071646133,4A
1002,96020870675,1B
1003,93112558736,2B
1004,91092032464,3B
1005,97092065048,3D
1006,99072418404,3B
1007,93041115758,4D
1008,91050410196,1A
1009,92092238959,4A
1010,90042558940,1B
1011,93012262463,1A
1012,96051093205,3C
1013,94021220963,1A
1014,97112926687,2A
1015,93091464581,1D
1016,97090389805,1D
1017,93120571844,3B
1018,99090223242,3C
1019,95022737674,1A
1020,93082965271,3D
1021,96020473779,1A
1022,90010335113,1A
1023,90061568984,2D
1024,90092489658,2B
1025,98110566017,3D
1026,97101642268,2C
1027,91070962282,3C
1028,99111213021,4D
1029,99022470096,4B
1030,99081877913,2D
1031,92090454902,2A
1032,96102522731,2B
1033,91110163154,4C
1034,92051690824,1B
1035,98091533347,1C
1036,97031037824,2B
1037,99090240290,4B
1038,98051326783,4D
1039,91050223020,2B
1040,91011968137,4B
1041,98103118937,2B
1042,97042182203,3C
1043,91020400343,2A
1044,97041743212,3A
1045,96052371979,2D
1046,90071781919,3D
1047,94072368490,2D
1048,90061045737,1B
1049,92091592823,3A
1050,97091748564,3C
1051,96011658688,4B
1052,94031879694,4D
1053,93062333764,1A
1054,98032649766,1C
1055,93101576365,2A
1056,94101388714,4C
1057,93061593767,2B
1058,96092249999,1B
1059,93080464611,2A
1060,96112245488,2B
1061,95080937379,4C
1062,93102406502,4A
1063,95122719444,3C
1064,93100875984,2A
1065,93020160009,4A
1066,91122476525,4D
1067,90070149105,4C
1068,92010417097,1A
1069,95020563004,2D
1070,96102070500,1A
1071,97092481512,2B
1072,90011766011,1B
1073,92041425946,4D
1074,98072350381,1D
1075,99072225684,2B
1076,92013050428,4A
1077,96012496768,4C
1078,96060327430,1B
1079,95121866734,3A
1080,92122546179,3A
1081,99091586519,3A
1082,91081027244,2C
1083,97121146160,3A
1084,93052856422,4A
1085,97042794972,1B
1086,96012249878,1D
1087,92060947195,1B
1088,92052335713,2D
1089,96010542454,2A
1090,93090804230,2A
1091,99033020260,1D
1092,95100980570,4C
1093,92021409706,3D
1094,96040521818,4A
1095,99061590261,1D
1096,95080647753,4C
1097,91010233838,3B
1098,99110205564,1A
1099,91012518836,2A
1100,93010198821,2D
1101,91101279585,2D
1102,94091037690,1C
1103,96062850442,1B
1104,97082772855,1D
1105,96080527733,1D
1106,99111976830,4C
1107,95020613044,4D
1108,94091427046,2B
1109,93092617704,4A
1110,98011381256,3A
1111,94031576508,1C
1112,97080235518,2C
1113,98010441863,2A
1114,92101609862,3D
1115,93122710298,1C
1116,90012852034,2D
1117,93102000942,2A
1118,94011082708,1D
1119,97083169191,3C
1120,91103171045,2B
1121,99012330386,2B
1122,98101707265,1A
1123,94111927411,1C
1124,90051083934,3B
1125,92052769349,2C
1126,98110538164,4A
1127,95071714862,2A
1128,96092795940,2A
1129,99120947827,4A
1130,93022109992,1D
1131,98051547685,4B
1132,96060428940,2B
1133,94122449759,2D
1134,98111319218,3A
1135,97042543071,4D
1136,93072817850,3D
1137,92092036380,2D
1138,91122321610,2A
1139,92092586670,4A
1140,98060318272,4D
1141,90041808732,1C
1142,95101742513,4B
1143,92060905214,2D
1144,94102035172,4B
1145,97080867177,4C
1146,99061393475,3C
1147,98022220281,1C
1148,96031498633,3D
1149,97082430829,4D
1150,91010569179,2C
1151,94031315710,2B
1152,96020937769,2C
1153,99122645655,2C
1154,97021017100,4B
1155,91041573048,4D
1156,96102857712,4D
1157,93062452087,4D
1158,96061772468,4D
1159,91121832009,4A
1160,92111121163,3C
1161,96092611716,1A
1162,94122022314,2C
1163,91073062736,3C
1164,94052130312,3A
1165,96122286017,2A
1166,96121856561,3D
1167,97031333852,3B
1168,98082041976,1B
1169,95013167372,3D
1170,96120141121,2A
1171,90022395516,2B
1172,93042305628,1B
1173,97121572217,4B
1174,91081880456,4A
1175,99102398230,2B
1176,96070173377,3A
1177,95060190846,2D
1178,96041923060,3B
1179,99121132211,4A
1180,97112571320,1D
1181,96060727599,1D
1182,92120724603,2C
1183,91051061810,2D
1184,90081470748,1A
1185,93062257507,3B
1186,96040199758,3B
1187,90020621347,1C
1188,97122556542,2D
1189,96060673579,4B
1190,98020328554,3D
1191,95062615727,4B
1192,95072218013,1D
1193,99033038681,4C
1194,94121485390,2C
1195,97111131208,1C
1196,90052521075,2C
1197,94070440785,2C
1198,98122121905,3A
1199,90112991196,2A
1200,91011297747,3A
1201,93050105153,2C
1202,90101560655,3B
1203,99072692796,1B
1204,93020619404,2A
1205,97031611480,1D
1206,94100483120,2C
1207,92062639177,2C
1208,99081296114,1C
1209,95112857532,4C
1210,94112825534,3B
1211,99102440043,1B
1212,91032492914,1C
1213,95061888184,1C
1214,93010708918,3B
1215,94111101369,1B
1216,93020989031,3A
1217,91071832377,3D
1218,95081703333,4D
1219,94081089917,2C
1220,97060331601,1C
1221,90101129395,2D
1222,93053071013,4A
1223,97082613950,2C
1224,92091606797,4C
1225,96061076180,3B
1226,94073136364,2C
1227,94102226556,1B
1228,96090225571,1C
1229,96040927119,3C
1230,91032819656,4C
1231,93060512879,4A
1232,99030544565,2A
1233,93052442038,1D
1234,92060418611,2B
1235,91070755462,3D
1236,96021636476,2A
1237,93041447477,1D
1238,95061679447,1B
1239,96021820136,2B
1240,96052679121,2A
1241,93031469498,2A
1242,95090427426,1D
1243,91110670876,3D
1244,94012384212,4C
1245,96012076993,1D
1246,91112545811,4A
1247,94070695871,2C
1248,95030243503,2B
1249,94111870047,2D
1250,91121347811,1D
1251,95050510092,2B
1252,95030570876,4B
1253,96122996262,4C
1254,91052004579,2C
1255,92082940945,2A
1256,95080305826,3A
1257,99051857235,4B
1258,97050576779,2C
1259,94052594756,3D
1260,98013001198,4C
1261,91083181142,4C
1262,92031396049,3B
1263,95110725178,4B
1264,94070128830,2C
1265,93052656220,2C
1266,98083168050,3B
1267,97032266122,2B
1268,92060746398,1C
1269,91061679517,3A
1270,94123146969,1B
1271,90031254891,4B
1272,92021517230,2A
1273,96031279610,4D
1274,97081376906,4D
1275,93052098161,2D
1276,99010914692,2C
1277,96102801704,3C
1278,99021524901,2C
1279,96090842002,3A
1280,96102498588,2D
1281,99071677345,3D
1282,93012442706,2B
1283,99030847774,1C
1284,94112383498,4A
1285,95040344267,3B
1286,90120278016,2C
1287,93052846658,4B
1288,93080154273,1D
1289,91062826475,4A
1290,97030353101,3C
1291,97070794786,2A
1292,94021634203,3C
1293,92071977705,1B
1294,93031484628,4D
1295,93121144306,1A
1296,94012674807,4A
1297,94042745199,3C
1298,90111473334,3D
1299,95032027109,2A
1300,98082523175,1B
1301,99062714080,1D
1302,92052284208,4B
1303,95011234508,3A
1304,91121286389,4B
1305,90082113970,1D
1306,90121518865,2C
1307,95012093333,1A
1308,97100530366,3A
1309,97012458390,3D
1310,91070854482,1B
1311,93072430516,4C
1312,98021361695,1A
1313,95101742452,4B
1314,95071136837,2C
1315,90112065051,2A
1316,90062018815,3D
1317,94052468020,2A
1318,93080339795,2B
1319,93082666073,3A
1320,94122915737,3D
1321,92030177836,1A
1322,98112488436,3B
1323,92031932896,3D
1324,97101995243,2A
1325,98022641422,2D
1326,91081299302,4C
1327,98070196561,3D
1328,96080907407,1A
1329,99050902127,3D
1330,96082513598,3A
1331,94120746216,2B
1332,95121591874,3D
1333,99072243909,3A
1334,94040676248,1B
1335,99040401953,3B
1336,98121518045,3B
1337,92070300386,1A
1338,98100239736,2C
1339,97060459633,3D
1340,90061676807,2A
1341,99090647301,4B
1342,90071896808,2C
1343,93111450145,3C
1344,96110839025,4B
1345,92062438363,2C
1346,90100571926,2B
1347,94121440621,1A
1348,95121289250,2C
1349,91040715863,2B
1350,96050303217,2A
1351,94051214639,1D
1352,96010253471,3D
1353,97020440705,3C
1354,94102073592,3D
1355,96071474866,4B
1356,90110673667,2A
1357,92080163964,4C
1358,94031660988,2A
