Pesel,Imie,Nazwisko
99092801985,Aurelia,Witas
99050120415,Jacek,Macias
96122414377,Jacek,Klinkosz
93052232215,Tymoteusz,Niemira
94012139577,Sonia,Siergiej
90041283388,Kalina,Karkut
98020352267,Mieszko,Odrzywołek
94082469895,Ignacy,Wołczyk
91022761709,Monika,Iwanow
95032455418,Marek,Domurad
90061745408,Krystian,Gieroń
97091229670,Antoni,Kretowicz
99012389700,Antoni,Sip
92030379627,Robert,Drela
97093098223,Maciej,Nałęcz
92050128636,Tomasz,Doroszuk
99092059760,Krzysztof,Sito
98012666880,Aleksander,Jankowicz
95030108516,Bruno,Tytko
93021517466,Jacek,Kosz
91060318013,Iwo,Hajduga
90062538496,Dagmara,Majorek
90013142024,Damian,Siedlik
99091321987,Wojciech,Drozdowicz
95033060431,Ernest,Łęgowik
93070789858,Agnieszka,Lampart
97121668002,Robert,Radke
93080638573,Lidia,Prokopczyk
93080478687,Kazimierz,Jędryczka
96050363581,Daniel,Józwik
93041763654,Krystian,Drozda
99042364641,Fabian,Dubik
92061303301,Wiktor,Kokosza
94031697038,Sebastian,Powierża
99070114371,Daniel,Rubin
90012269254,Sebastian,Ostręga
96042999264,Jeremi,Jargiło
91070660678,Eryk,Wawszczyk
96120381400,Inga,Baumgart
98081918220,Daniel,Gmur
95062977681,Gustaw,Bazylewicz
93112246488,Rozalia,Tołoczko
98020912786,Maciej,Sklorz
95071798433,Elżbieta,Urynowicz
92031145186,Tola,Molka
95041397875,Kacper,Domek
92081739443,Adam,Żymełka
94022027125,Mieszko,Bobak
91110456827,Mariusz,Ciarka
95021011414,Lidia,Drygała
92042388970,Maurycy,Grochola
95112216148,Miłosz,Szczudło
97101147657,Arkadiusz,Piekara
95070670723,Daniel,Stefanik
93021174470,Stefan,Klos
98123161074,Marek,Zemanek
96070474218,Leonard,Piotrkowicz
94062647264,Juliusz,Nieszporek
96032066961,Daniel,Kolendo
94082128426,Iwo,Stoltmann
98082533574,Borys,Szczot
99111010123,Malwina,Kapuścik
92062973020,Ida,Stanclik
99010992366,Elżbieta,Karkut
90093023877,Dagmara,Klus
96101238587,Dawid,Drobek
90032115410,Blanka,Garncarek
90121041275,Konstanty,Andrukiewicz
93111702075,Iwo,Politowicz
95082325912,Bruno,Kruzel
90051591732,Hubert,Bors
93090518885,Sandra,Stożek
97050291373,Angelika,Cudzich
93070574139,Eliza,Kowala
98121882119,Aniela,Kośnik
99062026987,Ewa,Makurat
90101201213,Julian,Dorawa
96052134594,Sara,Majorek
90052628536,Natasza,Zawal
93011673343,Jakub,Holc
91020660291,Łukasz,Botor
91061275188,Rozalia,Słupek
95051977667,Kalina,Woźniczko
96011788066,Klara,Szkaradek
94022325469,Kornel,Pacia
94032353795,Jakub,Mirga
98062960828,Tola,Zielke
97112106173,Borys,Szok
98091581289,Patryk,Siejak
91020152059,Kazimierz,Demiańczuk
95072520620,Maksymilian,Gryga
90042287176,Inga,Franc
99060966649,Anna Maria,Boksa
96021941345,Ida,Dziełak
95051688691,Mikołaj,Dybka
93061978665,Piotr,Matraszek
95101776219,Sandra,Rejmak
98091519583,Tomasz,Madziar
95060175593,Krzysztof,Mitera
93070985728,Anastazja,Grosz
93011287359,Miłosz,Wlaźlak
90022291263,Grzegorz,Pikula
93082090098,Franciszek,Zwara
97050124217,Mieszko,Jaracz
97092763526,Adam,Zięcik
97062849292,Maksymilian,Pyś
99072108684,Ignacy,Krauza
96031464937,Marek,Kubisz
92121449985,Natan,Chowaniak
96112169535,Gabriel,Kornek
97041288894,Ada,Balik
99011420473,Sylwia,Drewniok
98112917569,Kacper,Stawczyk
95051794680,Nikodem,Szpala
92012124339,Daniel,Szczypek
92091914973,Stefan,Wardziak
98101775448,Arkadiusz,Leonowicz
96053196128,Sara,Szeja
99060308023,Konrad,Wrochna
96121008104,Karina,Bienia
91031059516,Gabriel,Połom
92090851518,Dorota,Lepka
98022323977,Kajetan,Wziątek
98111969178,Fabian,Ciuk
97120292947,Apolonia,Moneta
91100199844,Ernest,Huczek
93052466717,Jakub,Wiewiórka
91021970201,Wojciech,Madejczyk
92032192859,Maurycy,Stoch
98053052419,Maksymilian,Plewnia
97062047898,Karol,Oczkowicz
95091513548,Sebastian,Dreszer
92022914678,Paweł,Parus
94110131871,Kaja,Tutka
99051976503,Kornel,Gul
97122383865,Janina,Gryska
93110751964,Jerzy,Dzidek
97041098961,Grzegorz,Śmieszek
94112270051,Witold,Franiak
95080887377,Jakub,Rawa
93012659472,Norbert,Drewniok
98110925234,Justyna,Kazimierczyk
91091405115,Ada,Dudała
95080647722,Marcin,Radzio
92050251666,Grzegorz,Piguła
91120310915,Sara,Szwaj
93071420750,Artur,Koćwin
96090148214,Dawid,Zbrożek
92121231454,Ryszard,Drożdżal
90092410061,Patryk,Kamieniarz
98091100934,Norbert,Groborz
93062229838,Stefan,Wrochna
95090196975,Adrian,Namysło
95123142641,Bartek,Kościuszko
91011719405,Bruno,Jakoniuk
94101272787,Filip,Bystrek
91102891287,Inga,Koperek
90091089781,Anastazja,Kłosowicz
96070108579,Olgierd,Cyganik
94012398066,Kazimierz,Tywoniuk
96080403163,Natan,Szałata
99100482025,Ignacy,Matyjas
91092973248,Grzegorz,Martyka
95111354122,Aniela,Stachewicz
93051976174,Konrad,Fogiel
95011629546,Józef,Deneka
93101946487,Fabian,Snoch
98071908783,Mateusz,Kliszcz
97042812201,Gaja,Dworczak
95031540517,Jędrzej,Lesisz
91010739594,Tadeusz,Bekus
93021646928,Ada,Krokosz
90062402180,Józef,Iwanow
99052610651,Leonard,Błażejak
92071566574,Jacek,Getka
99031539382,Jan,Jasina
92122420262,Marianna,Kurzaj
98062652987,Daniel,Loska
96012252379,Ernest,Wojtunik
99071415273,Natasza,Szajner
96021908876,Anna Maria,Hynek
93022877150,Grzegorz,Molak
96060668984,Ksawery,Krochmal
94051011830,Wiktor,Prystupa
98070694762,Gustaw,Kulus
97091383341,Damian,Ernst
90020612536,Fabian,Seidel
94100721015,Aurelia,Krekora
91031094957,Sandra,Szymajda
90010724100,Marcel,Kocaj
98051432772,Antoni,Bawoł
99033128708,Julianna,Haponiuk
99060332088,Ryszard,Hajdas
90102320597,Oskar,Sypień
94090485432,Mikołaj,Kluczyk
99032762752,Kamil,Terka
98041224929,Ksawery,Świerad
96062063145,Natasza,Wiraszka
98071709445,Bruno,Frącz
98102517768,Alex,Koss
97053193184,Piotr,Gomoła
92011604865,Bruno,Miśko
92071068120,Maurycy,Figat
91071391645,Mateusz,Tylka
98090676258,Hubert,Gniewek
99030613500,Krystyna,Honkisz
91061981339,Przemysław,Patalas
91102631650,Olaf,Powierża
99052006515,Melania,Fidor
91041474547,Stefan,Kokosza
91040187352,Piotr,Zegadło
92080338506,Blanka,Ellwart
93050521221,Ksawery,Ostafin
93112923044,Lidia,Trybała
94080982044,Nicole,Smutek
97021571756,Sylwia,Chochół
90102063423,Ewa,Lalak
94111266031,Jerzy,Szymała
98101489635,Hubert,Osada
91060368384,Adam,Świerszcz
99082906894,Marcin,Nawój
93102771110,Eliza,Gwizdek
94101151882,Blanka,Nieścior
99121205601,Konrad,Zybura
92031194401,Stanisław,Witkowicz
91111665518,Alex,Ochota
93092602188,Oskar,Koćwin
92042146415,Mikołaj,Gawłowicz
97110479064,Krystyna,Patoka
94090406545,Julita,Kapinos
95051256432,Ewa,Drążyk
94013099485,Agnieszka,Męcik
98101673296,Ryszard,Baum
92041981938,Ignacy,Pazik
94110972566,Nikodem,Szajek
95053169224,Ryszard,Chodak
90022673397,Olaf,Krystkowiak
94042837416,Stefan,Stąpor
92061234397,Jerzy,Wałdoch
92020192041,Kazimierz,Janiuk
90043040301,Franciszek,Drozda
99090457799,Blanka,Maciuk
94022389188,Tola,Majorek
90051492477,Piotr,Zajko
90091530850,Ernest,Kajdas
99092376597,Błażej,Staniczek
92071928503,Julianna,Kuboń
90042020870,Bartek,Kacperczyk
97071340580,Konstanty,Wojewodzic
91031378178,Ryszard,Skocz
92022184659,Iwo,Ludwin
98082725607,Mariusz,Szajda
96032167952,Urszula,Mol
96080553141,Natasza,Sowała
98081773779,Dagmara,Czura
94082924053,Filip,Kwarciak
91032239544,Fryderyk,Wieczerzak
97042680084,Mateusz,Zimmer
94111237637,Adrian,Zacharek
96111080055,Aleksander,Płócienniczak
98050402699,Nikodem,Bobak
95042552192,Miłosz,Myk
92042489305,Stanisław,Perczak
99022389107,Krystyna,Bródka
97110772662,Iwo,Kurczab
92061751364,Maciej,Pietrasz
95081302549,Kornel,Węgier
96091674572,Damian,Zagrodnik
99031804259,Marika,Zwara
96033184411,Róża,Strzyż
92112107568,Kazimierz,Gryta
99111827907,Aniela,Herba
98022172366,Grzegorz,Goworek
95072476471,Dorota,Szynkiewicz
92120521972,Sonia,Kononowicz
91052613917,Melania,Dyka
97091225201,Cyprian,Januszko
96120570707,Witold,Hein
96020289644,Krzysztof,Piotrowiak
96022736137,Angelika,Kurach
98091166228,Jerzy,Kohut
92062904600,Natan,Zeman
98061335977,Tadeusz,Protasiuk
91051961332,Alex,Pyszczek
90101985142,Filip,Szatko
90112083086,Elżbieta,Lipok
90081972905,Ewa,Stoltmann
97122095234,Ewelina,Pierchała
94112029525,Olaf,Poczta
92101326987,Witold,Łyczek
98083089876,Adrianna,Durlej
91070946976,Kajetan,Rudyk
91122983346,Ernest,Nędzi
93071612975,Patryk,Spychaj
93091061443,Rozalia,Piechna
96052000082,Artur,Piotrowiak
90013077236,Blanka,Grzeszkowiak
92020251847,Witold,Humeniuk
93070837698,Melania,Jędruch
95091456782,Gabriel,Penar
97092962444,Antoni,Sadowy
95060536255,Antoni,Kędziorek
98061017811,Justyna,Kobryń
91122522189,Daniel,Buszkiewicz
91092437290,Sonia,Gendera
98112015816,Janina,Kiełbus
94073134867,Wiktor,Korab
99102874402,Tola,Kiszczak
97080259242,Jędrzej,Słyk
91012044911,Eliza,Strug
92041591049,Oskar,Toma
97121790284,Hubert,Rajda
96021688855,Ida,Seta
94012556318,Kamil,Mirgos
91051125611,Anastazja,Świtaj
91042874087,Natasza,Żach
90010723857,Ryszard,Fidor
97041933060,Ryszard,Florian
99051843214,Juliusz,Cyman
90071981784,Nataniel,Ryguła
90082172052,Antoni,Michalkiewicz
96060984925,Kornel,Hamrol
95112611271,Malwina,Czerniec
92102756655,Tymon,Zapora
96031826034,Ryszard,Bednarowicz
90122472005,Sara,Melaniuk
92101303032,Aleksander,Kęsek
94062085262,Anita,Narożna
98082531428,Monika,Bryndza
99052308600,Malwina,Bartman
95040839684,Łukasz,Jarema
94102703897,Sebastian,Nowotka
98120464866,Ksawery,Letkiewicz
91052832640,Karol,Żmija
98012554130,Rozalia,Opyrchał
90090519434,Gaja,Rychel
99092526213,Gaja,Banek
93020769635,Tomasz,Zięcik
95091283654,Liwia,Dargacz
96082482812,Bartek,Pinda
90111981590,Tadeusz,Kułach
91091790743,Miłosz,Włodarz
93121274364,Inga,Szyjka
93091257020,Anna Maria,Jeka
93012083770,Kornel,Andreasik
93083020232,Fryderyk,Iwańczyk
99010979435,Krystyna,Włodarz
92040305357,Wojciech,Suda
99102441402,Juliusz,Downar
95092576166,Jeremi,Wojczuk
90051126066,Grzegorz,Potęga
95071437662,Tobiasz,Kopij
98062110483,Bartek,Sroga
96080705432,Gaja,Opas
98060776870,Sebastian,Piechna
91051517021,Maksymilian,Zera
91021257357,Artur,Dynak
99081630347,Róża,Pawela
95090481688,Karol,Ornat
98081944096,Blanka,Huszcza
91082127646,Ksawery,Waloszczyk
91111252040,Szymon,Krępa
97081028490,Elżbieta,Mainka
96040875627,Marcin,Kurpisz
94031636657,Angelika,Chłąd
91022600505,Piotr,Fyda
99082849458,Iwo,Chochół
96082722679,Ewelina,Sadlak
97092807932,Gabriel,Hapka
94032389318,Roksana,Pawliczek
92011669387,Marek,Loska
98060418255,Ryszard,Galos
90011447770,Ryszard,Pałyga
97122288023,Leon,Trzyna
94050391881,Bartek,Osica
93012603983,Krzysztof,Szatanik
90071676167,Liwia,Macheta
95010906860,Adrian,Syroka
98012908823,Nicole,Śleziak
96011191220,Tola,Wlaźlak
99112590886,Emil,Wiesiołek
98062763667,Karol,Nieradko
95080169626,Melania,Jeske
91112328364,Bartek,Kiszczak
93030203958,Ignacy,Duczmal
98062186435,Marianna,Domino
97042945736,Sylwia,Szpala
96070296540,Nicole,Faruga
99060315276,Róża,Drop
94082914524,Monika,Dudkowiak
94101724833,Ryszard,Wołk
93081804856,Emil,Tadych
93072082263,Maksymilian,Mierzwiak
97110637361,Kaja,Froń
99040534198,Ksawery,Kuropatwa
92030177591,Dominik,Płoskonka
93040733847,Kornel,Pikor
93101940818,Mateusz,Tomalik
90032473004,Stanisław,Zysk
98082283653,Julianna,Malka
91050493704,Bianka,Spychaj
93012614000,Nataniel,Kiełek
97022710699,Antoni,Rajch
96050896472,Patryk,Nyc
95040677345,Ewa,Podkowa
95090846832,Daniel,Sornat
96020877313,Apolonia,Matyszczak
97083179705,Jakub,Bartoszczyk
95122300802,Kornelia,Ciemięga
93080858719,Radosław,Prokopczuk
99111209956,Ewa,Wojtoń
96032952172,Aurelia,Świętoń
93121738200,Kajetan,Kwoka
96091818923,Mariusz,Nikel
90020598775,Łukasz,Siebert
98080693977,Leon,Deszcz
95022876801,Szymon,Huber
97112944469,Dorota,Bobko
99030630985,Olaf,Pilipczuk
91112819954,Tobiasz,Dywan
98031156977,Anita,Rembisz
97121523770,Malwina,Kuźnia
91081379877,Piotr,Fularczyk
92020279780,Julita,Szlufik
98031196528,Stefan,Sobuś
90011512384,Ignacy,Jaracz
97011115142,Antoni,Breś
99091798815,Lidia,Glenc
98070237011,Apolonia,Wołoszyk
95040722175,Marcin,Chaber
98121483914,Konrad,Moskalik
97071000389,Marek,Bryzek
98041003003,Konrad,Hałka
97041099504,Kalina,Waleczek
96120198673,Marika,Wawszczyk
92061525174,Bartek,Sysło
96122900320,Inga,Stroka
92100408264,Bartek,Tomaszkiewicz
99090135912,Marcin,Bieszke
99111108934,Tadeusz,Zapiór
97082098254,Olaf,Żołnierczyk
92122615718,Rafał,Wyrostek
97033065096,Aniela,Drobek
96091088980,Oskar,Kucz
93061542129,Bianka,Trybus
95102419595,Aleksander,Zuziak
95121724245,Kaja,Wabik
99070842346,Kaja,Wojtiuk
94091843329,Klara,Leoniuk
95060113166,Grzegorz,Domurad
98101359042,Ignacy,Nagel
94090772147,Adam,Ekert
92121444324,Ida,Kuczak
91100422830,Dawid,Wojaczek
96060494466,Nikodem,Borak
95032255483,Liwia,Ryszkiewicz
92120963745,Dagmara,Madera
94020634846,Tymoteusz,Makulec
96021569457,Julian,Miodek
91123044648,Szymon,Stąpór
94022301568,Olgierd,Dziugieł
98122827979,Marianna,Kniaź
95091233840,Kornelia,Wardziak
98011170319,Ignacy,Pachla
92042625680,Adrianna,Urynowicz
91050893047,Ernest,Wyłupek
96100810692,Mieszko,Wiszowaty
93063001624,Mieszko,Schwarz
93072801547,Eliza,Rochowiak
95042051264,Roksana,Wojczuk
93010867264,Albert,Stosik
92082541559,Liwia,Cacko
99011275820,Kornelia,Bondyra
97103128575,Stanisław,Rusnak
95032575183,Malwina,Hasiak
92112359095,Jan,Bodziony
95051910907,Rozalia,Trepka
93042598455,Krystyna,Bałazy
99011253464,Maksymilian,Teodorowicz
91030410798,Bartek,Nawój
99012234604,Dariusz,Ćwierz
94063038061,Kacper,Zięciak
93062870195,Kacper,Wichłacz
97022607870,Ada,Kraszkiewicz
94120466273,Oliwier,Pawełkiewicz
99101959850,Róża,Falba
92050237550,Ewa,Gaś
99082228275,Bartek,Namysł
99050420232,Mateusz,Szatko
93100182251,Krzysztof,Greszta
93091293110,Gaja,Kurczak
94072268592,Adrian,Plak
96041913487,Jerzy,Litwińczuk
99050903500,Anna Maria,Pracz
98111977735,Rafał,Linkiewicz
92011647372,Łukasz,Stefanik
95032335323,Robert,Kurc
95052962972,Tymoteusz,Skup
90101515365,Jędrzej,Czupryn
92072377986,Karina,Kolanko
98013097504,Franciszek,Halik
96080474875,Arkadiusz,Senger
91072266834,Julian,Świerad
97091962919,Konrad,Ludwisiak
98032668853,Wojciech,Matyka
96121340659,Damian,Teterycz
90090916859,Ernest,Zadora
99031890207,Rafał,Misiurek
98110332522,Eliza,Korpal
90051389863,Robert,Bieleń
98111388904,Bianka,Orkisz
90052366559,Oskar,Żurawik
96090704227,Antoni,Wyroba
94021117595,Tomasz,Rurarz
97062634337,Iwo,Kurnik
99021180266,Julita,Gosek
98021296425,Kamil,Dyszy
92110440559,Bianka,Tołoczko
91031414999,Filip,Miksza
91010915918,Róża,Leszcz
97060142717,Emil,Kuliberda
97103152547,Tymoteusz,Dzierwa
95120870435,Gabriel,Rubaj
93102663792,Alan,Kuczaj
94042846784,Kalina,Banachowicz
95070412662,Elżbieta,Moczko
99090128561,Borys,Janiga
94112118986,Marcelina,Szlachcic
93061206038,Tobiasz,Waniek
95072195277,Emil,Niesporek
93101660936,Aurelia,Opoka
99061456633,Aleksander,Wojak
90061166748,Julian,Majos
93121887836,Jeremi,Mirga
94120195973,Aurelia,Pieczarka
95011569824,Jakub,Siedlaczek
96071183959,Maurycy,Chomiak
97120355440,Tymoteusz,Rubacha
98082886887,Roksana,Jasionek
96022317486,Marcel,Szkoda
92091611412,Andrzej,Bohdanowicz
97111875456,Kajetan,Sarosiek
98090312194,Olaf,Broniarek
94020186893,Aurelia,Łachacz
91081280331,Dawid,Gral
99011175045,Kalina,Żakiewicz
90080315893,Anita,Pizoń
96032380962,Maks,Mik
93091472414,Aurelia,Zeman
96040307630,Patryk,Macioł
94091871418,Radosław,Misiurek
92102710749,Łukasz,Jałowiec
95071584166,Aleks,Kij
98052423465,Apolonia,Kliber
96072800707,Aleksander,Peszko
93061717020,Ada,Fudalej
98071337918,Natasza,Słaba
91032250961,Norbert,Witka
96042489549,Bartek,Jarmużek
91100792764,Nikodem,Mazik
92092670838,Daniel,Krzywonos
98042802557,Bianka,Sado
92110213375,Ewelina,Wons
91091766627,Melania,Pawliczek
99022419202,Julita,Czerniec
99041847972,Dariusz,Frącz
96010642093,Urszula,Lato
94102533090,Nikodem,Bakalarczyk
98103135992,Robert,Szpila
99052325214,Stanisław,Karyś
93112395809,Eryk,Bronka
92081783039,Leonard,Łokaj
94100713687,Nikodem,Fronczek
99121211747,Lidia,Jarczyk
94091691793,Juliusz,Goj
95121819664,Jeremi,Wojtach
95092069895,Bruno,Łasak
91020833121,Roksana,Szczot
96050720188,Julita,Władyka
98123083013,Piotr,Płócienniczak
99102778430,Elżbieta,Łodyga
99110307570,Franciszek,Wons
96101673032,Leon,Trochim
96010722261,Oskar,Banek
91090612905,Konrad,Korbel
97053116725,Urszula,Madajczyk
96061437804,Ida,Jeżyk
91031403230,Oskar,Kornek
90090129958,Jacek,Bełza
91011823225,Maksymilian,Pikula
98112073850,Liwia,Warchał
90052101224,Marcin,Leżoń
98050451068,Emil,Siemieńczuk
94102327370,Franciszek,Majczyna
96062044805,Stefan,Łabaj
90052448507,Dariusz,Kościuszko
96050270829,Błażej,Ciechowicz
96041116187,Sylwia,Grzebyk
90080261132,Witold,Pabis
90040761195,Agnieszka,Stojak
97120585696,Alex,Wawryniuk
97021605237,Iwo,Brojek
99122601925,Anastazja,Worach
98090189655,Kaja,Wielgat
99062083289,Bianka,Gasek
92011749005,Ryszard,Zięciak
92060563090,Iwo,Ćmiel
91051087041,Arkadiusz,Skrobek
96040386046,Julianna,Sobisz
90110773664,Witold,Białka
90071983656,Kornel,Muniak
98092737818,Sylwia,Kacperek
91102447365,Antoni,Szymanik
94031902846,Patryk,Krzyszczak
97062700478,Wojciech,Majsterek
97021700918,Nataniel,Chomiuk
91101379421,Tola,Friedrich
92121259809,Malwina,Łyp
92042873885,Artur,Muzyk
92110101113,Adrianna,Humeniuk
90112730100,Andrzej,Chaber
92012954693,Anna Maria,Ferdyn
98051631553,Melania,Horbacz
98110591325,Franciszek,Piątkiewicz
95070823046,Mateusz,Gabryel
99042541097,Dominik,Łupina
98032916406,Jędrzej,Dziwak
96091268216,Malwina,Kolka
94032519946,Janina,Bobryk
97081639809,Tadeusz,Domowicz
99020617657,Stefan,Makaruk
97080361671,Olgierd,Kryszczuk
96112534577,Łukasz,Wojtaszak
97092799422,Oliwier,Łyczak
97042896698,Sylwia,Buszka
99051941561,Aniela,Wakuła
91052485732,Dagmara,Meissner
94030525084,Franciszek,Sendor
95082897699,Eryk,Zagrajek
95120321504,Lidia,Szymaniuk
98090706582,Angelika,Kuryś
97081609275,Bianka,Fijałek
90091688812,Adam,Barłóg
94051836196,Andrzej,Komperda
91102631216,Kamila,Związek
96112907760,Dorota,Żybura
99081559628,Marcel,Knapek
95100942150,Roksana,Kurpanik
95122171008,Damian,Wąsek
98110650732,Jan,Karyś
96102785552,Aleksander,Cheba
90122208730,Natan,Pietrusiewicz
92112251915,Apolonia,Łuckiewicz
91082989031,Piotr,Przekwas
90112563382,Aurelia,Cydzik
90010710844,Jędrzej,Majdan
93041827240,Alan,Mordal
90051237432,Marcel,Sprycha
92022801101,Andrzej,Balcewicz
99060141703,Liwia,Barteczko
91092367001,Jerzy,Goj
95020575702,Gaja,Morys
97012418848,Szymon,Opas
99022038094,Liwia,Łaskawiec
96060773194,Piotr,Kuza
91081206210,Leonard,Hanzel
98111630179,Adrianna,Och
96080837423,Maciej,Kuk
92120615666,Nela,Karwala
93082326094,Anna Maria,Bogaczyk
90081534693,Andrzej,Boba
90012805971,Justyna,Cyrek
92030856746,Kamila,Idec
97041047941,Natan,Franik
94020244636,Robert,Łukasz
91112200387,Witold,Nowotny
91081776988,Daniel,Gogola
95081744305,Fabian,Giel
90061034320,Jacek,Cebo
95112077709,Bianka,Pitek
94100180560,Antoni,Węgier
93082105093,Aurelia,Heczko
99101413277,Nicole,Macheta
91113056123,Aleksander,Węgrzynek
98031608337,Julianna,Lorens
97061218161,Grzegorz,Giersz
96032199311,Kajetan,Szkopek
98081885436,Nicole,Jarema
94060372825,Patryk,Garncarek
94053041448,Adrianna,Wieja
94103133695,Bianka,Ulewicz
97083070433,Maurycy,Obiała
95101869285,Dagmara,Kopij
99072749764,Aleksander,Kryszczuk
94041389006,Cezary,Szczypek
96042324709,Marcel,Kałek
97070693306,Elżbieta,Elsner
91060605285,Antoni,Sus
92041842527,Mateusz,Suszko
90021956280,Julita,Bekus
98100611068,Sylwia,Poniedziałek
92102893972,Ida,Hałat
96111925420,Piotr,Szmajda
96071674150,Tymoteusz,Troka
92091465356,Natasza,Szłapka
90091881772,Igor,Skoneczna
92100196282,Borys,Drej
96040892170,Anastazja,Rup
92102394992,Jędrzej,Kalota
94111760979,Alex,Sacharczuk
94082331952,Blanka,Kurnik
98060537172,Julian,Parada
96082427703,Dorota,Kuciel
97041950155,Oliwier,Szumny
99052906600,Anastazja,Balcewicz
94092902711,Marika,Kopciuch
98021911128,Marcelina,Kołton
95112835473,Przemysław,Suchoń
90010215431,Ida,Szelest
96010298027,Tadeusz,Podsiadła
91042205894,Radosław,Sprawka
98040987487,Michał,Przewoźniak
93061144970,Melania,Wójs
92063026468,Mieszko,Rykała
94021346979,Aleksander,Zimoń
90061488686,Kamil,Nieszporek
94071752636,Apolonia,Łabaj
99101347280,Hubert,Rzeszutko
91120550348,Ryszard,Gwizdek
91010784808,Ryszard,Lepa
90072708546,Ignacy,Kiełbowicz
99051340063,Maksymilian,Szwaja
98091787098,Adam,Karczmarek
96100193867,Olga,Dzienisz
94030231006,Iwo,Osipowicz
92060796997,Ignacy,Węgrzynek
94012696270,Mateusz,Mizak
91092056020,Lidia,Jasica
99070319585,Eryk,Głuszko
98073069589,Wiktor,Trawka
98110195710,Lidia,Kordys
92072750622,Alex,Karwala
98051538171,Dawid,Szram
90041501628,Maks,Szafarz
94092057794,Dorota,Sass
99022774220,Kamil,Madzia
99041800089,Albert,Dąbkiewicz
97120780053,Wiktor,Bączkiewicz
92071766967,Dariusz,Wąsala
95082649241,Nikodem,Makoś
96120229052,Marika,Błażejak
98111674540,Sylwia,Garncarz
96111075682,Tomasz,Siembab
97020411653,Leon,Madzia
99010353325,Stefan,Pachowicz
96031288902,Adrianna,Przewoźniak
99100439119,Elżbieta,Stefanik
96070225616,Nicole,Kwarciak
98061423306,Olgierd,Cichowlas
91102373400,Mateusz,Andziak
96012722030,Przemysław,Kut
94051293830,Iwo,Bugno
97101497639,Kalina,Mydlak
92091412921,Ksawery,Walusiak
97040289148,Krzysztof,Kościesza
94032894793,Olgierd,Karpeta
96022482663,Maurycy,Paczos
93120494037,Ada,Białach
