ID_Ucznia_w_klasie,Pesel,Nazwa_klasy
50248,99080924968,3B
50249,99073159016,3A
50250,95072306763,4A
50251,90020884878,4C
50252,90092784906,4D
50253,94092155553,4B
50254,99090536355,3A
50255,93041052910,4A
50256,95072952070,3A
50257,96090160168,4B
50258,91040598194,4A
50259,92091351659,4C
50260,99011460925,4C
50261,96022805127,4A
50262,95121011615,3C
50263,96122937067,4D
50264,97041264535,4B
50265,91081654990,4D
50266,91051310815,4C
50267,99112072801,3D
50268,98012145321,4C
50269,95101908276,4D
50270,91092858714,3C
50271,90040493232,3A
50272,98010514789,4B
50273,97012826823,3A
50274,91091166922,4D
50275,93122953297,4C
50276,98022605035,3C
50277,93102520349,4B
50278,99051854218,4D
50279,93101171751,3C
50280,91011910417,4C
50281,90032646750,4A
50282,91040279815,3D
50283,97090696110,4B
50284,93031868907,4D
50285,97070392113,3C
50286,93081412934,3B
50287,91100292226,4C
50288,91090992955,4D
50289,93052504578,3D
50290,92091986617,3B
50291,94011027705,3C
50292,93071430227,4C
50293,97051558835,4A
50294,94102526168,3C
50295,93041854307,3A
50296,96010168175,4A
50297,95081928796,4A
50298,93012324835,4D
50299,98121010394,4C
50300,90060208214,3D
50301,95052527717,3A
50302,96120553032,4D
50303,95092420731,4D
50304,97110303893,4D
50305,96021656373,4C
50306,99121595678,4A
50307,93121880976,4B
50308,96033181265,4D
50309,90081934363,4C
50310,96061835343,4C
50311,91071931786,4C
50312,91060979496,3A
50313,90092364414,4B
50314,91080209450,4D
50315,99011670533,3A
50316,97051547701,3C
50317,95010334315,4A
50318,94092974110,3D
50319,97092433892,4B
50320,93080950732,3D
50321,98042815058,3A
50322,90061537717,4B
50323,92042254734,3B
50324,97112093897,3B
50325,97022580016,3B
50326,94112100336,3A
50327,97110848154,3C
50328,97051176206,4C
50329,95042586195,4B
50330,95070964428,4B
50331,95110865078,3C
50332,94090658621,3C
50333,97120842630,4B
50334,91021285156,4C
50335,92120208668,3B
50336,97122356913,4C
50337,99032391837,4A
50338,98062581339,3D
50339,90121347036,3B
50340,93071745592,3C
50341,93092558946,3B
50342,96081107707,3C
50343,98010536978,4C
50344,90040467756,4C
50345,96091736784,3C
50346,99082930538,4C
50347,96040989911,3C
50348,99081764651,3A
50349,98071615522,3D
50350,96082823066,4D
50351,94121760017,4A
50352,97050471869,4A
50353,96032791681,3C
50354,98062666397,4D
50355,98120226862,4C
50356,97040551920,4C
50357,93072006485,3B
50358,92041031763,4D
50359,95101443544,3A
50360,90062124729,4D
50361,95062242916,3C
50362,94081769248,3C
50363,99081551026,3A
50364,93110832829,4B
50365,97092302598,4D
50366,96060179815,3B
50367,98080695078,4D
50368,99021418387,4A
50369,91072450532,3A
50370,94101828544,4D
50371,98081429175,4C
50372,93040834340,3D
50373,97122652941,4D
50374,97052552951,4A
50375,99081170313,4D
50376,99052501645,3C
50377,98010737379,3D
50378,92092844547,3D
50379,93042866516,4A
50380,91081834677,4C
50381,94122834322,4C
50382,90070614175,4D
50383,93120407101,4B
50384,95092258895,3C
50385,95071070072,4A
50386,93111662625,4B
50387,98040105270,3D
50388,92081103163,3B
50389,91030139945,3A
50390,98082108220,4B
50391,91011698340,4C
50392,90012720838,4C
50393,93120749236,3B
50394,95091376897,4D
50395,99052554117,3A
50396,94051571635,3D
50397,94101759486,4D
50398,90082301146,4C
50399,99120902455,4B
50400,99011294214,3D
50401,94072787226,4B
50402,93122678501,3D
50403,99091335977,4D
50404,95120798500,3D
50405,95110910389,4B
50406,91092772656,3A
50407,97091709631,3A
50408,94012281328,4D
50409,91062219367,3D
50410,90100155896,4D
50411,90110536302,3A
50412,91060865249,3A
50413,93110880570,3B
50414,92010188623,3B
50415,97013159665,3B
50416,92091181388,3D
50417,92053196335,3C
50418,93051399423,3C
50419,91052000193,3A
50420,99042581389,3D
50421,91121385231,3C
50422,93050903812,3C
50423,94122209500,3B
50424,98041819794,4A
50425,95102269565,4B
50426,96092448282,4D
50427,96040570478,4C
50428,99082118763,3D
50429,99050698754,3A
50430,92070942948,4A
50431,92092335953,3D
50432,94021710781,4C
50433,90072657666,3D
50434,90093062366,3A
50435,97021346840,4D
50436,91060669768,3B
50437,93122060164,3C
50438,96112414451,4C
50439,94021967763,4B
50440,98091667132,3C
50441,92041173955,4C
50442,92040776913,3C
50443,97061771594,4B
50444,98112648858,3A
50445,96052603810,4A
50446,94090689881,3B
50447,96100631381,3D
50448,93032828508,3B
50449,96092990727,4C
50450,93011499860,4B
50451,91030480881,4B
50452,92121372621,3A
50453,95053149686,4D
50454,98071727869,4D
50455,94120691790,3A
50456,98030582346,4B
50457,95040630087,3C
50458,90110319664,3B
50459,99102678037,4D
50460,94081988681,3C
50461,99020679824,4B
50462,91092634635,4B
50463,94050196448,3D
50464,94033147968,3A
50465,98030864213,3A
50466,98091084980,3A
50467,93030695283,4C
50468,92022164929,4B
50469,98111168898,3D
50470,97010255296,4C
50471,99081477991,3D
50472,94090196220,3C
50473,94040206164,3B
50474,95010296950,4C
50475,96010466495,3D
50476,96010844457,4B
50477,94012417624,3B
50478,94110101506,3D
50479,93022485832,3D
50480,95080801308,3B
50481,91011851284,3A
50482,90011770087,4D
50483,93081678307,4B
50484,90013163830,3C
50485,98061559414,3D
50486,95090408407,3D
50487,97050757426,3D
50488,97100985814,3A
50489,93122354371,4C
50490,93082822965,3D
50491,91091961503,3A
50492,96072375449,3D
50493,91102321113,3A
50494,97051751931,3A
50495,97030136418,3B
50496,97040216571,3C
50497,99102569243,4C
50498,98091206685,4B
50499,92021742054,4B
50500,95090678945,3B
50501,93070408012,3B
50502,90063041885,4B
50503,90101746758,3D
50504,97082631282,3D
50505,97081612097,4B
50506,99010534263,4C
50507,97021667152,4A
50508,93081664478,4B
50509,98051783748,3A
50510,99012051849,4B
50511,99040739913,4A
50512,98081173487,3D
50513,96011698178,4A
50514,96081207339,4D
50515,99042976051,4D
50516,96101764969,3C
50517,95061624393,3D
50518,98042612006,3D
50519,94090379665,3C
50520,96030134167,3C
50521,99021902444,4B
50522,95110127031,4D
50523,97082932642,3D
50524,90033187177,4A
50525,94062797167,4C
50526,95062027386,4B
50527,93042349396,4D
50528,96070684321,4D
50529,91012286520,3B
50530,95032507580,4C
50531,97111547748,3D
50532,97090417618,4B
50533,91122142095,4D
50534,94121422030,3B
50535,99110946511,4D
50536,98052308337,3D
50537,93072870158,4B
50538,97110743350,3A
50539,97102121531,3C
50540,99041840722,3C
50541,98032010568,4A
50542,93032854930,3C
50543,92100180801,3C
50544,90022521119,4B
50545,99010719327,4C
50546,90111892061,4A
50547,91103139676,4D
50548,97080212540,3D
50549,98111851903,4C
50550,95052005257,3A
50551,91032062566,3C
50552,93121599182,3A
50553,99081801862,3C
50554,90103135248,3D
50555,99100493272,3D
50556,95090892772,3D
50557,92033106466,4A
50558,99061493366,3A
50559,95121932561,4A
50560,94020950337,4D
50561,91070540309,3A
50562,95060513430,3B
50563,94121664236,4D
50564,92051999527,4D
50565,94121390360,4D
50566,91090376449,4A
50567,96071109432,3C
50568,91092533583,4D
50569,99010181786,4A
50570,91083070691,3B
50571,97120952760,4B
50572,95100668120,3A
50573,94051191947,3A
50574,98060258970,4A
50575,90082032084,3B
50576,97111685967,3C
50577,91012080094,4D
50578,99050723700,4C
50579,97042648394,4D
50580,92031369548,3B
50581,93030760156,4C
50582,94011778861,3A
50583,96022484009,3B
50584,91060724034,3D
50585,93041318472,3A
50586,95121325071,4C
50587,91092658550,4A
50588,94080773390,3B
50589,95091230588,3A
50590,92061944962,4C
50591,94121368970,4D
50592,93030767962,4B
50593,96121276664,3B
50594,99020638203,4B
50595,97010786833,3D
50596,96021397757,4A
50597,97081992412,3D
50598,97032276569,3A
50599,92022758588,3C
50600,98092251769,4C
50601,92022329025,3C
50602,92082165643,3C
50603,92030184614,4D
50604,99061257586,4B
50605,95090157271,3B
50606,98112656231,4B
50607,91080727596,4C
50608,94032448442,4A
50609,96072028200,3D
50610,98030729691,4C
50611,93061876222,3D
50612,94120312086,4D
50613,95063057131,3C
50614,96020755356,4A
50615,99101023562,4C
50616,93061029835,4C
50617,94031255203,3C
50618,96071780002,4A
50619,94051773259,4A
50620,94102895190,4A
50621,92010369219,4C
50622,97122921218,3C
50623,93050573860,4A
50624,94073105746,3C
50625,91031062420,3A
50626,90051697445,3C
50627,90051564552,4A
50628,90010609584,4A
50629,97091887364,3D
50630,96111808369,3D
50631,93011546203,3D
50632,96010479262,3C
50633,97101414632,3D
50634,94020675405,3B
50635,91041888665,3A
50636,92052142313,4D
50637,93071770244,3A
50638,97120904958,3C
50639,93081315381,4D
50640,91101282376,3D
50641,97060608501,3D
50642,93032488782,4A
50643,91041350595,3C
50644,98080632107,3B
50645,93010148987,3D
50646,94072870575,4A
50647,90053016699,4A
50648,99011873172,4A
50649,91080387442,4A
50650,95022549392,3B
50651,97060969815,4B
50652,94022673821,4A
50653,97101191236,4B
50654,99061746662,4A
50655,93101498021,4D
50656,99071407579,4D
50657,98011088351,4A
50658,98020570432,3D
50659,98090747967,4D
50660,99060482585,3D
50661,94041620185,4B
50662,99120863273,3A
50663,98080286504,4A
50664,92121012998,3A
50665,98012386236,4A
50666,96100265072,4C
50667,92062324932,4A
50668,92082153518,4C
50669,96071383366,4A
50670,91012993369,4D
50671,93120788114,3C
50672,97092689057,4D
50673,98040217555,3B
50674,99072944107,3C
50675,95031556950,3C
50676,93062116873,3A
50677,93091380210,3B
50678,93032763614,4A
50679,91051656289,4B
50680,92070798891,3B
50681,97110388632,3D
50682,94021551759,3A
50683,91081849965,3B
50684,97073117681,3A
50685,90070813031,3A
50686,90061674645,3C
50687,99080990378,4D
50688,92081693974,4B
50689,95010484898,4D
50690,98022442368,3B
50691,97120406405,3C
50692,95052107485,3B
50693,91081401035,3C
50694,99050666173,4A
50695,96061608244,3B
50696,92022352362,4A
50697,93012053986,4D
50698,96012422190,4B
50699,96061864259,4D
50700,96052047166,4C
50701,92111913953,3B
50702,90051948398,4C
50703,98071959819,4A
50704,97061477735,3D
50705,92100616290,3D
50706,92122935159,4B
50707,90031108831,4B
50708,92082804971,4A
50709,92120151447,4C
50710,99041005095,3A
50711,94050850166,4C
50712,91022248224,3D
50713,93101235996,4A
50714,95020962667,3C
50715,90120894539,4B
50716,91111993875,4A
50717,94101700499,3D
50718,98090672988,4D
50719,93061117394,4D
50720,90110842791,3B
50721,94060315165,4C
50722,93080430182,4B
50723,95022883528,4D
50724,90022887442,3C
50725,94022871052,4D
50726,96112422124,3C
50727,93050683457,3C
50728,91052457919,4D
50729,90012251918,4A
50730,95021927645,3A
50731,92101584369,3C
50732,94012974181,3B
50733,90082045561,3B
50734,90012489674,3B
50735,97110845724,4D
50736,94091533707,3D
50737,91100228450,3A
50738,92110731244,3B
50739,92062946079,4D
50740,98072622415,3C
50741,91122912238,3B
50742,91101386216,3B
50743,93050253535,3A
50744,90061937050,4C
50745,95013028381,4B
50746,97112431284,3A
50747,97100246579,4C
50748,91062399474,4A
50749,90062407697,4D
50750,97010745205,3D
50751,93052645608,4C
50752,91101773508,4B
50753,90103048476,4B
50754,93092065842,4D
50755,90103056354,4D
50756,92072908926,4B
50757,96122993320,4A
50758,96122192477,4C
50759,93111554412,3B
50760,99040692016,4A
50761,97040377188,3A
50762,98072192763,3C
50763,92082164086,3D
50764,94050332877,3B
50765,90020389441,4D
50766,95061897438,3D
50767,91011997753,4B
50768,96011535972,4D
50769,93011991935,3D
50770,91091043049,4A
50771,92091021321,4A
50772,90102607445,3B
50773,90091464863,3A
50774,92121436552,4B
50775,94110400667,3C
50776,94022674983,4C
50777,97012660931,4C
50778,98033088856,3B
50779,99010226162,3A
50780,92012835172,3C
50781,97081649895,3B
50782,92040972982,4A
50783,96012670999,3D
50784,95060206163,3C
50785,90072511258,3A
50786,92112064450,4A
50787,95121394293,4C
50788,93110986924,3D
50789,93012491694,4D
50790,90112482595,3A
50791,98072555335,3D
50792,90101952287,4C
50793,97100655050,4D
50794,93012516869,4D
50795,91061566378,4A
50796,93052229622,3A
50797,96050622343,3C
50798,98072631677,3D
50799,99070787155,3D
50800,90070652670,4B
50801,93042689221,4B
50802,96111039813,4A
50803,90102140056,4C
50804,99051274908,3A
50805,95012392890,4B
50806,98070602930,3B
50807,90030720030,4D
50808,90100484963,4A
50809,92040929687,4A
50810,91081265057,4B
50811,94082485194,3C
50812,93092269604,4A
50813,97031925730,3C
50814,91042567604,3A
50815,97062653509,4C
50816,90032330262,4A
50817,92112950678,4D
50818,99102634345,3B
50819,97033092122,4C
50820,92022819652,4B
50821,99072758278,3A
50822,90102291202,3A
50823,96070422150,3A
50824,93080346399,4B
50825,98010818739,4A
50826,99120529573,3D
50827,90050353890,3A
50828,95061804117,4C
50829,99033140225,4C
50830,93101343178,4D
50831,98071128677,3C
50832,96122844886,4D
50833,90110342437,3A
50834,97112273819,4C
50835,90041749011,3B
50836,99070113646,3B
50837,97062326496,3D
50838,92101252909,3D
50839,96081697723,4C
50840,99012844319,4A
50841,92020813917,4A
50842,96060266007,4C
50843,99111776089,4C
50844,96101152658,4C
50845,90092063863,4A
50846,97080350035,3A
50847,93052235461,4A
50848,95051458834,4D
50849,92110238444,4A
50850,98083027227,3D
50851,97102750043,4A
50852,99052546499,3C
50853,94100885854,4B
50854,93081382747,3C
50855,94031108952,4A
50856,92040120873,4D
50857,91101867803,3C
50858,91091718549,3C
50859,96072161769,4B
50860,97013043966,3D
50861,92012153146,4B
50862,99060611792,4B
50863,96080359013,4C
50864,93011139441,3B
50865,97101472713,3B
50866,98042417328,3B
50867,94030966337,3C
50868,99120545308,3D
50869,90011957921,3A
50870,98022546130,4A
50871,92101024748,4A
50872,91013141099,4A
50873,90112339248,4A
50874,90061655459,3D
50875,98051570373,4B
50876,91070139277,3C
50877,92010692908,4C
50878,90072132011,3D
50879,97020101321,4D
50880,96110210660,4C
50881,98070299738,4B
50882,94111031620,3A
50883,92072872122,4D
50884,97041708086,4D
50885,91011417730,3B
50886,92092765813,4A
50887,95100293720,4C
50888,94111673084,4D
50889,99091226480,4A
50890,91062346063,4D
50891,96120876414,4C
50892,96021848901,4A
50893,91062488385,3D
50894,97062763592,4C
50895,91020417121,4D
50896,96020346509,4D
50897,91062362201,4D
50898,94121877779,4B
50899,99120416235,3A
50900,98042112629,4C
50901,99011173272,4D
50902,93080155199,3D
50903,99050928587,3B
50904,94071864904,4C
50905,94060440357,4A
50906,97042682147,3C
50907,91031005364,4B
50908,96062550809,3B
50909,98040654361,4D
50910,98061115946,3C
50911,93040452643,3B
50912,97071028963,4B
50913,96052703916,4D
50914,96021371854,4C
50915,95012081864,4D
50916,99080864345,3B
50917,97050528240,4B
50918,97120585337,3C
50919,91081291335,3A
50920,98092931731,4D
50921,90052943743,4A
50922,95121516394,4A
50923,97102211290,4C
50924,97092546314,3D
50925,96080224524,4A
50926,91031219785,4D
50927,92092206484,3C
50928,95010294590,3A
50929,97030850745,4D
50930,95071288145,4B
50931,98010428246,3B
50932,95051395454,4D
50933,99101699769,3D
50934,91120286427,3A
50935,92101562859,3B
50936,97090621459,4D
50937,99070717222,4A
50938,91102216859,4D
50939,93092097881,4C
50940,94030687487,4B
50941,96042020360,3D
50942,97122945270,4C
50943,94073096624,4D
50944,98031958166,4D
50945,98092801919,4B
50946,99053101059,3A
50947,91041239959,3B
50948,97070609305,4B
50949,99022074504,4C
50950,98122287456,4C
50951,95052709144,4B
50952,99110580953,3B
50953,99080816885,3B
50954,99011777407,3D
50955,98022358186,4A
50956,99061278927,3C
50957,95100917576,3A
50958,92052171250,3C
50959,96102615059,3C
50960,98101871649,3C
50961,92111068127,4D
50962,96041268051,3C
50963,95081383582,4B
50964,93082338006,3B
50965,92050660581,3D
50966,94010717405,3D
50967,98100889153,3A
50968,92010434823,4C
50969,98050232618,4B
50970,95101145644,3D
50971,91010106927,4A
50972,91011317955,4B
50973,99112666361,4C
50974,92111847119,4A
50975,90080263790,3A
50976,90111677820,4C
50977,96090896155,3B
50978,99101361921,4B
50979,96112045439,4A
50980,98123015755,3A
50981,96051960671,3B
50982,99070224517,4B
50983,97081893638,3A
50984,94101162008,3C
50985,96041416942,3A
50986,92061664189,3A
50987,90050328858,3B
50988,90021288534,4C
50989,91031206000,4D
50990,98123150957,4A
50991,98082523243,4D
50992,92060466690,3D
50993,93011288527,4A
50994,92102540126,4C
50995,97091510891,4B
50996,91010958562,3D
50997,95091319731,4B
50998,90080201516,3B
50999,90052426653,3D
51000,90092061885,4B
51001,92021170684,4A
51002,94092818218,4C
51003,97032091788,4B
51004,98072377018,3D
51005,97121873400,4B
51006,94011137989,3B
51007,93070295760,3D
51008,99012727821,3B
51009,96080165407,4C
51010,99080252225,4A
51011,92082234046,4C
51012,98042591729,3C
51013,95013000547,3C
51014,91042555562,3B
51015,94090445973,4C
51016,93122885543,3A
51017,95051526786,4C
51018,97092463471,3C
51019,95041365263,3A
51020,95072330391,3C
51021,93121348212,3C
51022,91082573652,4A
51023,98061818757,3B
51024,98081368698,4C
51025,96081609018,3C
51026,96010806068,3B
51027,94013031939,4D
51028,93060997081,3A
51029,99053068958,4D
51030,95012417140,3A
51031,97020456377,4C
51032,99020577139,4D
51033,94012750293,4A
51034,90072247535,3B
51035,99080940885,4C
51036,92010574839,3A
51037,91052776007,3D
51038,98041202969,4B
51039,97031160946,3D
51040,95121484709,4D
51041,96121483439,4B
51042,96091283613,4B
51043,94061322423,4C
51044,97071839178,3D
51045,93041590908,3B
51046,93080234212,4D
51047,97103025483,3A
51048,97110435358,4A
51049,98061766876,4B
51050,94072192598,3C
51051,95090750856,3B
51052,94032164146,4D
51053,98100284156,4D
51054,93042370235,4B
51055,91010210617,4D
51056,94080120475,4D
51057,90092144155,3C
51058,94040111394,4C
51059,96071808737,3C
51060,93050736674,4D
51061,92082462832,3B
51062,90100849131,3C
51063,93071910257,3B
51064,91111092376,3B
51065,91080316211,3B
51066,94041993678,4B
51067,95030358973,4A
51068,91062550002,4B
51069,95010552696,3B
51070,99010906035,4C
51071,95010867398,4B
51072,97092708479,3A
51073,93042706146,3C
51074,97111659283,4B
51075,96021656885,4D
51076,90040825521,3A
51077,93011869869,3B
51078,97073091835,3D
51079,96100477781,3B
51080,96042051599,4C
51081,93071303088,3D
51082,99121045449,4C
51083,92110600827,4C
51084,97110546946,4B
51085,91060858225,4B
51086,98120665403,4B
51087,97031882295,3A
51088,91031753045,4D
51089,93051547147,3A
51090,98112183997,4D
51091,97101292074,4D
51092,95072816075,4C
51093,96021053361,4A
51094,96120552789,3D
51095,98060995220,3B
51096,91083071883,3D
51097,97122567607,3A
51098,98060790115,3D
51099,92030663469,4D
51100,98102710604,3C
51101,91031944252,3C
51102,95021925568,3C
51103,98092608769,3B
51104,92031218170,3B
51105,98122312846,4B
51106,99111419977,3B
51107,98050599232,4C
51108,91101429126,3A
51109,91062817077,3D
51110,98020660993,3A
51111,98040933310,3A
51112,99061390557,4C
51113,92091331806,3A
51114,93120828298,4C
51115,92082264489,3C
51116,98110598919,3B
51117,92011745957,3A
51118,97052185887,3B
51119,97041417513,4A
51120,93010515136,3D
51121,91120743090,3A
51122,94042475319,4A
51123,94121620247,4B
51124,90092820635,4D
51125,98120343879,4A
51126,99112015097,3D
51127,95071698368,3D
51128,90071600467,4A
51129,93080689050,4A
51130,98120429548,4B
51131,96032148728,4C
51132,98103068201,4A
51133,93051749587,4B
51134,90072485126,4B
51135,94041408558,3A
51136,98073147724,3C
51137,93080196529,3A
51138,90021760269,4C
51139,92082016550,3D
51140,91051258863,4B
51141,99032313101,4A
51142,92012673741,4B
51143,94040967773,4D
51144,91121081496,3C
51145,92110940806,3D
51146,93091270579,4C
51147,97090773583,3C
51148,95120490129,3A
51149,94071365559,3A
51150,92020326888,4C
51151,90040835982,4B
51152,93011493987,4C
51153,91022581381,4D
51154,92090981330,3B
51155,95032864852,3A
51156,92042139415,4C
51157,95122381807,3A
51158,91120164842,4C
51159,99050970225,3C
51160,95102291993,3D
51161,93061797468,4B
51162,96082616031,4C
51163,92082190043,4B
51164,96070551469,4A
51165,94051192023,4C
51166,98011730005,3D
51167,90011058387,3C
51168,97071611170,3A
51169,91032797330,4A
51170,90061724739,3A
51171,93041440869,3D
51172,93070992643,3A
51173,98022826265,3A
51174,92021065207,4B
51175,93100289255,3A
51176,92090337292,3A
51177,96082743256,3B
51178,95123025351,3D
51179,96122965781,4A
51180,90071733626,4A
51181,99042212715,4D
51182,90052937508,3D
51183,90010875646,4B
51184,92010992824,4B
51185,99051857792,4D
51186,94012268312,3A
51187,93111458990,3C
51188,95082494902,3C
51189,90062476383,3B
51190,95110651671,3C
51191,98022645198,4B
51192,94062326440,3C
51193,92091226795,4B
51194,93090484373,3C
51195,99121230230,3A
51196,97090986705,4B
51197,96100699684,4A
51198,96110802890,3D
51199,97123080938,4C
51200,90051307591,3D
51201,99090601853,3D
51202,90012929329,4D
51203,91112386254,3D
51204,98061414847,3A
51205,95040577102,3C
51206,99041733732,3D
51207,94102488758,4B
51208,91032153592,3B
51209,95012171677,4A
51210,92082200654,4A
51211,91011289166,3B
51212,92043056311,3B
51213,98110892754,4B
51214,91073078568,3B
51215,94102945451,4C
51216,96031374056,3D
51217,99080239332,4D
51218,92052087276,3A
51219,92122620433,3D
51220,93112688947,3A
51221,90122383019,4D
51222,93052021781,3C
51223,92111995898,4B
51224,96061054083,4A
51225,95051955669,3C
51226,98122907062,3A
51227,90042433751,4A
51228,94111447078,4B
51229,92041687858,3D
51230,99032991846,4B
51231,96011186659,3D
51232,92020379084,3B
51233,91120773747,4A
