ID_Ucznia_w_klasie,Pesel,Nazwa_klasy
25101,96042588835,4A
25102,91122680106,4B
25103,98050171483,2B
25104,99111814734,4A
25105,94112965793,3A
25106,93062472410,3A
25107,94011541304,3A
25108,99092664265,2C
25109,96020507625,4A
25110,99112307592,4D
25111,97020149888,4D
25112,90032290744,4D
25113,95020383280,4C
25114,98081262763,2C
25115,99071370422,4A
25116,97083016967,4B
25117,90012210953,4D
25118,90070411499,3A
25119,94120534446,2D
25120,90060801585,4C
25121,96091255791,2B
25122,99021022454,2A
25123,99010547986,4D
25124,94042789539,2C
25125,90022851331,2D
25126,94111791245,2B
25127,91061141096,2B
25128,99092757385,2D
25129,95112391038,4D
25130,90062295148,3D
25131,94063040431,4B
25132,93121496625,4A
25133,97010629848,4B
25134,95031541129,2C
25135,96040911714,4C
25136,98021168308,3C
25137,92092336251,3B
25138,92082286395,4A
25139,90061285016,3A
25140,92022129090,2B
25141,98122677383,3A
25142,96082446364,3C
25143,97020118383,4A
25144,99123193157,3D
25145,97020475174,2C
25146,98110781104,2D
25147,93123046729,3D
25148,97010408823,3D
25149,98022210042,2D
25150,97081447509,3C
25151,97012062139,3C
25152,91010744028,2D
25153,92103156843,3A
25154,94021266879,4B
25155,94110420519,2B
25156,92121146677,2B
25157,92010182399,3A
25158,97010199202,4C
25159,91021557273,4B
25160,93042105914,3B
25161,95121356248,4D
25162,99030132265,2B
25163,90071053784,3C
25164,92040630833,3A
25165,96070165604,4A
25166,99062547439,2B
25167,95021087381,3D
25168,90122229201,3A
25169,97032308642,3C
25170,99120348055,4A
25171,97071456241,3D
25172,90102399825,2A
25173,97060383936,2A
25174,91072140675,4D
25175,92111120780,3D
25176,94012728834,3C
25177,92121185869,3D
25178,99081668283,4C
25179,91041948653,3D
25180,91122861082,2C
25181,99070312434,4A
25182,96042958896,3C
25183,92082102376,2D
25184,98041071897,4C
25185,93100786745,4D
25186,95101957072,2D
25187,91042737456,3D
25188,97070635492,3C
25189,97020135997,3A
25190,91100233564,4B
25191,94051711471,2C
25192,97111521845,4B
25193,99021981188,4A
25194,98092683065,3D
25195,93111754072,4C
25196,93030723416,4D
25197,96111514640,3A
25198,98072401414,2B
25199,98030253446,3C
25200,94012185844,3A
25201,96022711211,2D
25202,99070677704,4C
25203,97120219834,2B
25204,96020178575,2C
25205,93090137547,3B
25206,98051003714,2B
25207,92030974006,2B
25208,91102835122,4D
25209,99112396208,3A
25210,98070463362,4B
25211,98101608061,3B
25212,99100259197,3B
25213,97041379066,3B
25214,91022872823,2C
25215,94020461183,4B
25216,92091855900,4D
25217,97022071637,2D
25218,98050332981,3B
25219,94062677881,2C
25220,92081784481,3D
25221,97050300600,2C
25222,90012606015,2A
25223,90102902748,4C
25224,90120734299,4B
25225,91032702253,4A
25226,99091079927,3B
25227,91101093796,4C
25228,90111980421,2A
25229,99102692235,2C
25230,95093082909,3C
25231,99071399113,2B
25232,90051553534,2B
25233,93120973424,4D
25234,90010324294,2A
25235,90120179461,2A
25236,99070176180,4B
25237,97022864220,4D
25238,94050831253,4B
25239,93102174975,4B
25240,98022629448,2B
25241,90013015380,3B
25242,98123174131,4B
25243,90010852289,4A
25244,97062580515,4D
25245,95050127209,3A
25246,97111601594,4D
25247,99110866565,2C
25248,95030516751,4D
25249,91071338118,3C
25250,90010337481,4D
25251,97030910849,3D
25252,96111174190,4C
25253,90021739092,4B
25254,99020616847,2B
25255,96082544697,2D
25256,99032126370,4B
25257,95030509355,2A
25258,92031928851,4A
25259,97121956022,2B
25260,92011855209,3A
25261,99051817677,4C
25262,91021525098,2B
25263,96121404528,4C
25264,99071576415,2D
25265,99091978073,3C
25266,98101451126,3D
25267,92120481522,2C
25268,95112722562,3D
25269,92092756408,4D
25270,92113046493,3A
25271,98020397776,3C
25272,96080698053,3D
25273,99010426944,2D
25274,99011169336,3C
25275,92053161287,3A
25276,96050392398,4C
25277,98052834535,4A
25278,98022545238,2B
25279,98042216231,4A
25280,92011335437,3C
25281,96052718976,4D
25282,97091279576,2B
25283,98021401595,4A
25284,97031942245,2C
25285,94110123283,2C
25286,95111746952,3B
25287,94110129265,3B
25288,94092511180,2B
25289,94112298413,3A
25290,93100465266,2B
25291,99071420950,2A
25292,90062704015,3B
25293,94042502800,2B
25294,97090993972,4A
25295,95100294981,2B
25296,93051182405,4A
25297,90042671212,2C
25298,99081569720,4B
25299,93052838435,2C
25300,91110199180,3A
25301,99122305492,4A
25302,96102851402,2C
25303,98081584953,4A
25304,97042596345,2A
25305,92010332909,4A
25306,92040263608,3B
25307,98082644360,3A
25308,94110671359,3C
25309,94101869639,3A
25310,99123165075,2D
25311,98030859963,3D
25312,91101358622,2C
25313,98101812802,4C
25314,99062171267,3A
25315,90020220676,2A
25316,96060535756,2D
25317,96100505112,2B
25318,96120932491,4D
25319,98052858467,2C
25320,91112609674,3B
25321,93111814732,4D
25322,91032560941,2A
25323,90122653172,3A
25324,91072145335,4D
25325,95020610669,3A
25326,95100418640,3B
25327,91041391529,3B
25328,94072617716,2D
25329,97121441647,3B
25330,99031563804,4D
25331,94102280008,2C
25332,94112027356,3A
25333,91101386360,2C
25334,93011334914,2A
25335,99020352264,2A
25336,91050907829,3A
25337,99040834847,2C
25338,93093081560,4B
25339,98121150683,2C
25340,90080435193,4B
25341,97101898652,4B
25342,90051329568,2C
25343,96112679892,2D
25344,98112472949,2A
25345,92040136490,2A
25346,94070767901,4A
25347,94030703707,2B
25348,98122749024,4A
25349,98050966191,4A
25350,92012496838,2D
25351,92080868685,4C
25352,93041330081,3B
25353,94052655936,3C
25354,97011224509,2C
25355,98082844654,2D
25356,90062110951,2C
25357,92041813987,4B
25358,98042995479,3B
25359,99072773798,2D
25360,97032041882,2B
25361,94071098796,3B
25362,91052656288,3A
25363,99061647543,4C
25364,90021553210,2B
25365,90060116713,4C
25366,92031143801,3D
25367,98121463512,3B
25368,93041869855,3B
25369,93120141205,3A
25370,96052739690,2A
25371,91122766387,4D
25372,91121749330,3B
25373,95091098344,2D
25374,90110648151,4D
25375,90120887416,4D
25376,99011449027,4B
25377,97111936728,2D
25378,98041725277,2B
25379,99022053507,4D
25380,90091179457,3B
25381,97092206533,3D
25382,99042724937,4D
25383,94062202252,2A
25384,93032754490,2D
25385,90080967441,2A
25386,92022512654,3D
25387,97032447367,3B
25388,90010605221,4A
25389,93020372398,4C
25390,90062788730,2B
25391,92090490962,3D
25392,96061128696,2D
25393,99020229654,4D
25394,97072128464,3C
25395,91073010791,2D
25396,98010942401,4D
25397,91071993564,3C
25398,99022604529,4D
25399,95072647910,3A
25400,92120672814,4C
25401,90071317398,4A
25402,98010846965,2D
25403,96060176010,4B
25404,90100665887,4C
25405,99012129036,4B
25406,96110213106,2D
25407,98011077395,4C
25408,94113016863,2D
25409,99021890770,3D
25410,91092702211,4B
25411,93012014626,2C
25412,94020569539,4B
25413,95052167650,2B
25414,97050282586,4B
25415,90123096853,4D
25416,93060302445,3B
25417,95081604788,3A
25418,94022246308,2B
25419,92111866909,4D
25420,92020966592,4A
25421,90110594872,2D
25422,98022381836,3A
25423,99121729125,3C
25424,97120552250,3A
25425,95082937568,4A
25426,94031911770,3C
25427,90101588376,3C
25428,97080709648,2C
25429,98041299116,2B
25430,98070693969,4D
25431,91020391252,4D
25432,90061990198,2D
25433,90032909875,3D
25434,97050920158,2B
25435,95100844483,2B
25436,94021544711,2C
25437,95021642836,2D
25438,94083000073,2A
25439,95062852713,3C
25440,93102772777,2A
25441,97041497296,2B
25442,96082656446,3A
25443,91052960330,3D
25444,96090451433,4C
25445,95091946715,3B
25446,95020561217,4B
25447,92012881791,2A
25448,91113082739,3A
25449,93051349541,2A
25450,94041567132,2D
25451,92101379046,4C
25452,93010775862,2C
25453,98020656477,3C
25454,99082462626,2D
25455,92031258905,3D
25456,92042432396,3C
25457,92110283468,3A
25458,95040509295,2C
25459,96030894959,4D
25460,91081159372,2D
25461,97010435836,3B
25462,96061468224,2C
25463,92040266632,2D
25464,96032321644,2A
25465,98061794279,3A
25466,99021305773,2C
25467,97032953484,4B
25468,90051578641,3B
25469,97042077161,3B
25470,90102581989,4A
25471,96010155643,3C
25472,92032003030,3B
25473,91021228380,3D
25474,91120842508,4B
25475,91101786344,2B
25476,96061497475,3D
25477,90020186703,4C
25478,91091166564,3A
25479,94122957908,3D
25480,96012498180,4D
25481,93111382798,4A
25482,95010488694,3A
25483,93032143425,4A
25484,99112941675,2D
25485,98050145624,2D
25486,93011105066,3C
25487,93100339530,2B
25488,90072376547,4D
25489,96031062661,4D
25490,90102616577,2C
25491,95053097071,4B
25492,99091465607,3D
25493,96102599371,4C
25494,90102041425,2A
25495,92052379108,4A
25496,90082151932,2A
25497,95031801562,4A
25498,97100790122,4D
25499,97110408475,2D
25500,97111331233,3A
25501,99070331729,3B
25502,90101978371,4D
25503,95042850030,2C
25504,90101497708,4A
25505,93041698880,2B
25506,92051956089,3A
25507,93102023842,4B
25508,97100754469,4C
25509,93032514005,3D
25510,94111614612,4D
25511,99112150060,2D
25512,94071420337,2C
25513,93073024587,4A
25514,92071789430,3A
25515,99121174840,4D
25516,95100280588,3D
25517,90080969184,3B
25518,93112342788,3A
25519,93103037275,2C
25520,91052023468,4D
25521,91082360300,4B
25522,90070981679,3C
25523,95033052409,4B
25524,96032124575,2D
25525,93022210474,2A
25526,97011115579,4B
25527,99061827725,4B
25528,95112809430,3D
25529,90101414367,3A
25530,90062296927,2B
25531,97010691667,4B
25532,95051208842,3D
25533,91061021390,2B
25534,90082218781,4A
25535,97092030495,4A
25536,94063076764,3D
25537,93012749483,3A
25538,91053045977,2B
25539,94110975781,2D
25540,91080912318,3C
25541,93070179518,3B
25542,90051078585,2D
25543,94071902277,4C
25544,92030360151,2B
25545,92050641678,4C
25546,94081565776,4D
25547,90060231865,4B
25548,90092800141,2B
25549,97112568010,4D
25550,98121237063,2B
25551,92111982823,3D
25552,98020683367,2D
25553,93122683868,2D
25554,90061498351,4A
25555,98041005302,2C
25556,92121137781,2B
25557,97101082237,2C
25558,97051723934,3C
25559,92052528649,4B
25560,98122485823,2C
25561,99122726336,3A
25562,98020369571,4D
25563,94071149089,2D
25564,94022232325,4B
25565,98012607531,4D
25566,99050338120,4B
25567,92020708264,3B
25568,98040680830,2C
25569,98081924458,3B
25570,93011837950,2B
25571,97012230026,4C
25572,90072423355,4C
25573,94051079119,2C
25574,94082834264,2D
25575,94022650853,2C
25576,91010743089,2D
25577,91052704783,2C
25578,96072441405,2C
25579,94052782113,4B
25580,91100918166,3A
25581,98122422464,3A
25582,93040869177,4A
25583,96110419144,2B
25584,97111558629,4D
25585,97061376683,3A
25586,94070115131,3C
25587,90081012652,4B
25588,93111864959,2A
25589,90021360704,2A
25590,99102238044,3C
25591,96122928003,4D
25592,95041588358,3A
25593,91052153617,2C
25594,90050330051,2A
25595,92032712345,3A
25596,98022888777,2C
25597,90031562947,2B
25598,97081589999,2A
25599,93020642567,4C
25600,91063065998,3C
25601,91033009427,4A
25602,92082774593,4C
25603,98101296242,4B
25604,92091952904,3D
25605,96030673569,2C
25606,90042344437,4B
25607,96092264563,2C
25608,94091738591,4C
25609,95072927854,4D
25610,99021313378,3A
25611,96012702133,3A
25612,93091798912,4B
25613,95110645504,3A
25614,93051200819,4D
25615,95120955844,4C
25616,95010435696,3C
25617,96031883923,2D
25618,98061633044,4A
25619,93111298820,2A
25620,90052277204,2D
25621,96060401480,3B
25622,98051415090,3A
25623,94090838308,4A
25624,96031631601,3A
25625,95010566068,2D
25626,91102705256,4A
25627,99050271555,2C
25628,93031512127,2B
25629,98030176196,2A
25630,93021517411,4D
25631,94082274271,2D
25632,90041749790,3C
25633,97092729889,3C
25634,93110443092,3C
25635,98071534520,2A
25636,97041061811,4C
25637,99091494926,4D
25638,95041361634,3A
25639,94100752756,3B
25640,94012341385,4D
25641,93021973192,3B
25642,99071442712,3B
25643,98121348439,2C
25644,96120870159,4B
25645,91112654957,3D
25646,90051039546,2D
25647,99081432260,4B
25648,99071235183,2B
25649,94081030104,4D
25650,98021959418,4D
25651,92100616764,4D
25652,92121504633,2D
25653,94080918261,3C
25654,98032260215,4C
25655,95110883195,2B
25656,96111937777,3B
25657,92102602895,4B
25658,91042963936,2A
25659,90051071939,3C
25660,90040169580,2C
25661,96090457873,2A
25662,91091823452,3B
25663,94052643429,3C
25664,92103000616,4D
25665,99030983557,3C
25666,94032371546,4B
25667,99053191636,4C
25668,98013030738,2D
25669,95050179961,4B
25670,99012022940,2C
25671,91010242755,4B
25672,91120772302,4B
25673,92101314845,3D
25674,94070374156,2B
25675,93060236120,2A
25676,90031700668,3B
25677,98082759648,2C
25678,92050450263,3C
25679,92102122728,4C
25680,96102773601,4D
25681,97042550613,3A
25682,94101443783,2D
25683,95081213997,2D
25684,91100996489,2B
25685,93010537820,2C
25686,92122353571,4B
25687,96053023967,2C
25688,98090283465,4C
25689,98102132440,2D
25690,93072981340,2B
25691,96123071106,2C
25692,95052667204,2B
25693,99041195624,2A
25694,93022209548,2D
25695,93010529737,4B
25696,98011795541,2B
25697,91121575317,3B
25698,99102039829,3B
25699,92092648929,2B
25700,96121484713,3D
25701,99042464549,3A
25702,92011194997,4D
25703,92091062072,3D
25704,91101956486,4B
25705,90091453296,2D
25706,92020381232,2C
25707,90091918393,4D
25708,90032297093,3A
25709,92122237190,3A
25710,92050218319,2C
25711,94050650636,3B
25712,91121400932,2A
25713,98032477554,4B
25714,99052523315,2B
25715,94040404296,3B
25716,91121962326,4A
25717,93062593551,4B
25718,91032824128,3D
25719,96011788981,2C
25720,95112116035,3A
25721,99031080208,3A
25722,92090287900,4B
25723,96092604099,3D
25724,97070788015,4A
25725,97042658311,4D
25726,98102619477,4B
25727,92121998656,4D
25728,95071360636,4A
25729,92072346245,3A
25730,95101010582,3C
25731,93100578948,4B
25732,94011015755,3A
25733,97070233362,2A
25734,93100928392,4D
25735,97100184121,2A
25736,98030608291,2C
25737,91101018155,2D
25738,94040723001,2B
25739,90111614348,2C
25740,96071712232,3C
25741,92110183485,2D
25742,96041619116,2C
25743,92122755281,3C
25744,92071032859,2C
25745,96111292306,4D
25746,93010264436,3B
25747,97030983546,4D
25748,91012964750,3D
25749,99092385476,2D
25750,98101170731,2B
25751,92071296121,4A
25752,97072081635,4B
25753,95062479039,4B
25754,94080364864,3D
25755,95090552151,4A
25756,90052770004,2D
25757,93091685629,3B
25758,99120726710,2B
25759,98070194019,4D
25760,91121974994,4C
25761,93100521083,2A
25762,99050317680,4A
25763,97092159121,4A
25764,90051034701,4C
25765,93122535523,4C
25766,96061020356,3C
25767,98121067112,3B
25768,95040278881,2C
25769,96010843586,4C
25770,91072023071,4B
25771,92090831581,2D
25772,97060187097,2D
25773,99043070655,4D
25774,92080808793,3B
25775,93103187987,2B
25776,98010597762,2C
25777,99120819632,2B
25778,98122369527,3C
25779,98052965938,3C
25780,97041726981,4C
25781,98060294848,3D
25782,98032893202,4B
25783,99090104707,2B
25784,91101854937,2C
25785,90073011344,3C
25786,90060246825,4D
25787,94091328644,3D
25788,96113014506,2C
25789,94021137782,3D
25790,93010897553,4D
25791,94080873618,3C
25792,93122807619,3A
25793,96012082763,2D
25794,93103064295,2D
25795,92092076832,2C
25796,94011008601,2A
25797,98012441694,4C
25798,90121547672,3D
25799,97120618619,3B
25800,91122033959,2C
25801,99092796058,2B
25802,98052813583,4C
25803,95121083823,4C
25804,98092663892,3D
25805,94080169070,4C
25806,96071949096,3D
25807,93062222770,2A
25808,91072177923,2C
25809,95033148034,4D
25810,91101619417,4D
25811,96011436471,2C
25812,91121766630,4A
25813,91071490528,3A
25814,93091387729,2D
25815,92120963837,4C
25816,90022009901,2B
25817,95010638105,2B
25818,97010218143,3D
25819,96062410787,2C
25820,90071959905,3A
25821,98031702895,3A
25822,94100119346,3B
25823,92071872819,4D
25824,98031940912,4A
25825,99030184798,4C
25826,96082887969,3A
25827,91031714501,3C
25828,94042445716,3D
25829,90041281973,2C
25830,98012786128,3D
25831,92093027578,2B
25832,96060336821,3D
25833,99022665542,3C
25834,98040892631,2A
25835,96051694413,2C
25836,99091555700,2D
25837,96081956424,2A
25838,98091091812,2C
25839,95021797482,4C
25840,94081468116,2C
25841,94062897553,3D
25842,91121282163,4A
25843,90121831346,2C
25844,93061409257,4D
25845,90021387264,2B
25846,97053004860,4D
25847,94011822782,4C
25848,97091039488,2C
25849,99062094368,4A
25850,97040627122,3B
25851,98112335868,3C
25852,92072072058,4C
25853,96011501443,2A
25854,98072490427,2D
25855,94091305393,4D
25856,92120425276,4C
25857,95101498315,2B
25858,96011804676,2D
25859,96031284748,2C
25860,95030289266,4D
25861,93092499102,2C
25862,90071453133,3C
25863,96100446125,4C
25864,94110580309,3D
25865,99031569909,4A
25866,94031891579,4C
25867,91110815532,3D
25868,95122169362,2B
25869,98051927212,4D
25870,94042394782,2A
25871,99081708947,4B
25872,91082232955,3B
25873,99071862440,3B
25874,95031037080,4B
25875,95070194896,2C
25876,98011112382,2B
25877,92092143615,3C
25878,91041939026,4C
25879,98060272703,2A
25880,92010605874,3D
25881,92120651541,3A
25882,92070928504,4C
25883,97092098118,4A
25884,95112575504,2D
25885,95101453905,3D
25886,94092419006,4C
25887,91012464670,2B
25888,97063001547,4C
25889,95060613659,3C
25890,99030329485,4A
25891,91110203436,4D
25892,95042151353,2D
25893,93033193382,4A
25894,95022537748,4C
25895,93050284351,2C
25896,98073049903,4B
25897,92050839387,4B
25898,98010130677,2C
25899,96020307454,4B
25900,99050616147,4D
25901,92011245242,2D
25902,90050966188,2A
25903,94121501191,2C
25904,94071610314,3B
25905,97071603506,2D
25906,92121993408,3D
25907,93110777553,3A
25908,99110894562,3B
25909,92082058004,3A
25910,90062764815,2A
25911,98102322977,4D
25912,96040447479,2B
25913,92033067925,4B
25914,92120947828,2D
25915,98082559903,3C
25916,99111408096,3B
25917,97041389120,4D
25918,94012767415,4A
25919,94121449507,3C
25920,91080134679,3C
25921,98110249563,2D
25922,91032574405,2B
25923,95030565069,4D
25924,96120778976,3B
25925,97120489143,3A
25926,99031410014,4D
25927,91051488682,4D
25928,93050333727,4C
25929,98022116270,2A
25930,97091408219,4C
25931,93051194868,2A
25932,97082018472,3C
25933,91041377680,2C
25934,99030759666,4B
25935,92070265658,3A
25936,92090595476,4B
25937,98010165114,4C
25938,98020633201,3A
25939,91050292013,2B
25940,92051511732,3A
25941,94042171093,4A
25942,91092143519,4C
25943,94031588381,3C
25944,96072449175,4A
25945,94112737716,3D
25946,98092356310,4C
25947,96013163689,2D
25948,92082520842,3D
25949,99030660403,3B
25950,96050959883,2C
25951,94052384575,4C
25952,91072354379,3D
25953,91122482876,3D
25954,90011895689,4C
25955,97100416727,3A
25956,90082529991,4A
25957,99032521342,2D
25958,98083154480,4A
25959,94101588817,3A
25960,99021394519,2C
25961,96100345691,2C
25962,99030352272,3D
25963,97022517432,4D
25964,90071386817,4A
25965,93030484957,2A
25966,98050372457,2A
25967,93031840804,4A
25968,96042648816,4A
25969,90112739918,4A
25970,92051490547,2D
25971,98110947188,3C
25972,93063033779,3B
25973,95091927345,3D
25974,91072072600,3D
25975,98101385535,4B
25976,96042537198,3B
25977,94041395074,3C
25978,90013100877,3A
25979,92072094391,2D
25980,92121199675,2D
25981,96010349129,2A
25982,90031008582,3B
25983,95060397502,3A
25984,96070831518,3B
25985,96031348389,4C
25986,97052555305,2C
25987,92102259592,2A
25988,91090242777,4A
25989,97021200449,3C
25990,97101856269,2D
25991,91061269615,4C
25992,96071321984,2B
25993,95121949011,3B
25994,90060782620,4A
25995,99012663242,2B
25996,90080657690,2A
25997,97072018563,3A
25998,94041669636,4D
25999,96091872437,3D
26000,90032117221,2D
26001,97031554686,3A
26002,91010532852,3B
26003,92112584321,3B
26004,94013064702,3A
26005,98051022757,2A
26006,95100462380,3A
26007,97123188582,4D
26008,93081242496,3B
26009,90110106237,4D
26010,93012688678,2D
26011,94010349576,3D
26012,99042154187,2C
26013,91081460827,3D
26014,96070787628,2C
26015,98121967856,2B
26016,93033020725,3C
26017,91013010894,2A
26018,92051645893,2D
26019,98121782723,2B
26020,95072255425,3A
26021,97081241257,3B
26022,92040569179,2D
26023,90120408026,4A
26024,92042365483,2D
26025,92022957871,4A
26026,91082338880,3D
26027,96060959006,4B
26028,91050285112,3D
26029,97020804569,4A
26030,91091964810,3C
26031,95021807338,2B
26032,97011078894,3C
26033,97043079964,2A
26034,94123005518,4C
26035,90072064534,3C
26036,96091654965,2A
26037,91041084542,2B
26038,99100908206,2C
26039,92090561558,4C
26040,99082877325,4A
26041,91041863435,2A
26042,97041595161,4D
26043,90123122602,4A
26044,90052523367,4B
26045,99031149097,4C
26046,92071902600,3D
26047,90082197169,3C
26048,98021903561,3B
26049,94110697207,4D
26050,94042827550,2D
26051,92062493304,2A
26052,94090861775,3A
26053,95071060321,4B
26054,96112763449,4C
26055,91060561282,3C
26056,96030792639,3C
26057,95042529572,4B
26058,93050903355,4A
26059,90053067640,2C
26060,98082221271,2D
26061,91061030972,2B
26062,97051711595,2A
26063,96122421650,2D
26064,92102125707,3C
26065,99111430912,3B
26066,91080523086,2B
26067,95030859788,3A
26068,99011285861,4B
26069,95010882603,4B
26070,98082725157,4B
26071,93121745040,4B
26072,91033092823,2C
26073,99071957180,3B
26074,97051262770,4B
26075,94112377093,2B
26076,94090996639,4C
26077,96070976260,2B
26078,92011894774,4D
26079,91122981191,4C
26080,99011504454,2D
26081,94061338576,4C
26082,91053117045,4C
26083,90072345318,3B
26084,99100244090,4D
26085,98013170508,2C
26086,94061790918,2A
26087,90051372399,4D
26088,93011569257,3D
26089,97110350765,2C
26090,99080998772,2B
26091,96021054560,2C
26092,96090950727,2D
26093,95062371409,2C
26094,93101697079,2B
26095,98091003770,4B
26096,94112283903,4A
26097,94011392146,2D
26098,95040683016,2A
26099,95041783494,3C
26100,94082207631,2B
26101,96031095717,3C
26102,98080458433,3C
26103,98110463857,3B
26104,98081772846,4B
26105,92070274612,4D
26106,91090831140,2D
26107,99111198887,3B
26108,90072326467,2D
26109,92033034176,2D
26110,96120967730,2D
26111,99011689887,2D
26112,92061779979,2C
26113,95072636718,2C
26114,91081730621,3D
26115,94070171616,2B
26116,91042017666,4B
26117,97122283660,3A
26118,94010376565,4A
26119,99072858404,4B
26120,98030263197,3A
26121,97091869551,2D
26122,96041578154,3D
26123,97080980425,4D
26124,94102963769,4A
26125,98102945503,2A
26126,96012985219,4B
26127,94042190821,4C
26128,94043038854,4C
26129,99032003213,4C
26130,96052404626,2D
26131,94042366112,2D
26132,97100815779,3C
26133,90112250484,2B
26134,97051832780,2B
26135,92031449877,3C
26136,91011701732,2B
26137,91090441503,4C
26138,96051224599,3D
26139,98011489596,4B
26140,96060757963,2C
26141,96112066689,4C
26142,91100277430,4C
26143,96060727346,2D
26144,92042348077,4D
26145,98093036572,2B
26146,95072204351,2C
26147,91022335829,2C
26148,92030372620,3B
26149,92070293938,3B
26150,94042403866,4B
26151,90082799880,3D
26152,97082754349,2D
26153,95050638239,2D
26154,94112988990,3A
26155,95081491641,2A
26156,93112219291,2A
26157,98121231388,4B
26158,94030789103,4D
26159,95091984890,4B
26160,97051024790,4A
26161,95061662942,4B
26162,97012834893,3D
26163,95072516180,3A
26164,94122344764,2D
26165,92083004431,4A
26166,99111943593,4D
26167,90121449523,3C
26168,91072137686,2D
26169,96022046445,2B
26170,93062866655,4B
26171,92120121936,3C
26172,96102480174,2C
26173,90100554718,4B
26174,91040763132,3C
26175,98010469218,3C
26176,90051480137,2A
26177,95103195067,3B
26178,94122771423,4A
26179,90081888242,3A
26180,99031318428,4C
26181,92101566778,3A
26182,91121236292,4B
26183,90051575051,2B
26184,96112489839,4C
26185,90060558180,4B
26186,91110412166,4D
26187,97041717248,3C
26188,91082035510,3D
26189,95102493562,4B
26190,99041653762,4C
26191,97100605901,2C
26192,92101026764,2D
26193,95103126500,3B
26194,98100925073,2C
26195,90032907392,4D
26196,95082569622,4A
26197,98110162084,2D
26198,90051943447,3D
26199,91050917976,2B
26200,95101016199,2B
26201,98103166640,4B
26202,99033165905,3B
26203,95122043295,3A
26204,97090170878,2B
26205,98092683683,4A
26206,93071259891,3B
26207,92033006247,4A
26208,90092114750,3C
26209,92012230458,2A
26210,94010399502,4D
26211,96012184854,2D
26212,91120141621,2D
26213,94070495655,2B
26214,93050964071,3D
26215,94051252042,2D
26216,94040352360,3A
26217,92032930879,4C
26218,90072472281,2C
26219,93091575445,2C
26220,98062606412,2D
26221,93102135806,2C
26222,92032702786,4C
26223,91030490648,3A
26224,98021983558,2D
26225,96011277500,2B
26226,99031915366,3A
26227,93042770127,2B
26228,94060257445,3A
26229,98011625253,2B
26230,94012596914,4A
26231,97113021268,4D
26232,98012826882,2B
26233,95121778169,2B
26234,90062471319,3B
26235,99102966958,3B
26236,92031304712,3C
26237,94082363281,3D
26238,95110324964,4A
26239,91061650628,3B
26240,95091662631,4B
26241,91052141810,3D
26242,99122458794,2C
26243,95021465411,2C
26244,92021884949,3B
26245,97042149659,2D
26246,95070879344,2C
26247,92011072992,2D
26248,95112348436,2A
26249,96091885358,4A
26250,97050741380,4C
26251,97100543591,3A
26252,93050892132,3A
26253,99040852094,4B
26254,96120988973,2B
26255,90083198756,2D
26256,90092693154,3C
26257,91111807738,4B
26258,97062506944,3C
26259,92072987882,3B
26260,91042136644,3D
26261,96112318076,4D
26262,95062308115,3A
26263,98012213907,3C
26264,97090780149,4D
26265,92030565945,3B
26266,99091134613,3D
26267,90060372490,3A
