Pesel,Przedmiot,Wynik,Data_matury
94061517825,Matematyka,80,2026-05-3
92091571567,Jezyk polski,84,2026-05-1
92091571567,Jezyk angielski,82,2026-05-2
92091571567,Matematyka,99,2026-05-3
95040784304,Jezyk polski,59,2026-05-1
95040784304,Jezyk angielski,93,2026-05-2
95040784304,Matematyka,49,2026-05-3
92072497910,Jezyk polski,89,2026-05-1
92072497910,Jezyk angielski,54,2026-05-2
92072497910,Matematyka,99,2026-05-3
95022579575,Jezyk polski,79,2026-05-1
95022579575,Jezyk angielski,70,2026-05-2
95022579575,Matematyka,76,2026-05-3
97120898068,Jezyk polski,60,2026-05-1
97120898068,Jezyk angielski,74,2026-05-2
97120898068,Matematyka,100,2026-05-3
97062304108,Jezyk polski,76,2026-05-1
97062304108,Jezyk angielski,84,2026-05-2
97062304108,Matematyka,89,2026-05-3
97102243932,Jezyk polski,88,2026-05-1
97102243932,Jezyk angielski,100,2026-05-2
97102243932,Matematyka,73,2026-05-3
91031019644,Jezyk polski,74,2026-05-1
91031019644,Jezyk angielski,69,2026-05-2
91031019644,Matematyka,90,2026-05-3
98092564599,Jezyk polski,56,2026-05-1
98092564599,Jezyk angielski,81,2026-05-2
98092564599,Matematyka,66,2026-05-3
98082347935,Jezyk polski,42,2026-05-1
98082347935,Jezyk angielski,58,2026-05-2
98082347935,Matematyka,81,2026-05-3
90122713580,Jezyk polski,88,2026-05-1
90122713580,Jezyk angielski,71,2026-05-2
90122713580,Matematyka,83,2026-05-3
96120245887,Jezyk polski,73,2026-05-1
96120245887,Jezyk angielski,91,2026-05-2
96120245887,Matematyka,84,2026-05-3
97031187024,Jezyk polski,100,2026-05-1
97031187024,Jezyk angielski,100,2026-05-2
97031187024,Matematyka,80,2026-05-3
95071700667,Jezyk polski,90,2026-05-1
95071700667,Jezyk angielski,70,2026-05-2
95071700667,Matematyka,100,2026-05-3
93032801840,Jezyk polski,78,2026-05-1
93032801840,Jezyk angielski,53,2026-05-2
93032801840,Matematyka,92,2026-05-3
93052929980,Jezyk polski,70,2026-05-1
93052929980,Jezyk angielski,85,2026-05-2
93052929980,Matematyka,95,2026-05-3
90060863400,Jezyk polski,86,2026-05-1
90060863400,Jezyk angielski,59,2026-05-2
90060863400,Matematyka,45,2026-05-3
96032657459,Jezyk polski,81,2026-05-1
96032657459,Jezyk angielski,75,2026-05-2
96032657459,Matematyka,80,2026-05-3
92050131748,Jezyk polski,70,2026-05-1
92050131748,Jezyk angielski,98,2026-05-2
92050131748,Matematyka,70,2026-05-3
97102281987,Jezyk polski,38,2026-05-1
97102281987,Jezyk angielski,57,2026-05-2
97102281987,Matematyka,67,2026-05-3
99010817957,Jezyk polski,87,2026-05-1
99010817957,Jezyk angielski,71,2026-05-2
99010817957,Matematyka,97,2026-05-3
95042753449,Jezyk polski,88,2026-05-1
95042753449,Jezyk angielski,53,2026-05-2
95042753449,Matematyka,94,2026-05-3
92012782016,Jezyk polski,78,2026-05-1
92012782016,Jezyk angielski,97,2026-05-2
92012782016,Matematyka,100,2026-05-3
90082477638,Jezyk polski,92,2026-05-1
90082477638,Jezyk angielski,100,2026-05-2
90082477638,Matematyka,84,2026-05-3
93062966270,Jezyk polski,86,2026-05-1
93062966270,Jezyk angielski,72,2026-05-2
93062966270,Matematyka,78,2026-05-3
97112253769,Jezyk polski,35,2026-05-1
97112253769,Jezyk angielski,44,2026-05-2
97112253769,Matematyka,87,2026-05-3
91092684579,Jezyk polski,99,2026-05-1
91092684579,Jezyk angielski,86,2026-05-2
91092684579,Matematyka,90,2026-05-3
98071983058,Jezyk polski,72,2026-05-1
98071983058,Jezyk angielski,83,2026-05-2
98071983058,Matematyka,74,2026-05-3
95112092489,Jezyk polski,76,2026-05-1
95112092489,Jezyk angielski,71,2026-05-2
95112092489,Matematyka,73,2026-05-3
94111545103,Jezyk polski,100,2026-05-1
94111545103,Jezyk angielski,91,2026-05-2
94111545103,Matematyka,36,2026-05-3
99122595004,Jezyk polski,79,2026-05-1
99122595004,Jezyk angielski,100,2026-05-2
99122595004,Matematyka,47,2026-05-3
98042880061,Jezyk polski,97,2026-05-1
98042880061,Jezyk angielski,86,2026-05-2
98042880061,Matematyka,99,2026-05-3
91122348071,Jezyk polski,87,2026-05-1
91122348071,Jezyk angielski,83,2026-05-2
91122348071,Matematyka,92,2026-05-3
98081325549,Jezyk polski,88,2026-05-1
98081325549,Jezyk angielski,77,2026-05-2
98081325549,Matematyka,87,2026-05-3
94020383641,Jezyk polski,82,2026-05-1
94020383641,Jezyk angielski,83,2026-05-2
94020383641,Matematyka,54,2026-05-3
98083139908,Jezyk polski,77,2026-05-1
98083139908,Jezyk angielski,90,2026-05-2
98083139908,Matematyka,88,2026-05-3
90123023187,Jezyk polski,100,2026-05-1
90123023187,Jezyk angielski,62,2026-05-2
90123023187,Matematyka,47,2026-05-3
95071272283,Jezyk polski,80,2026-05-1
95071272283,Jezyk angielski,82,2026-05-2
95071272283,Matematyka,76,2026-05-3
98062854754,Jezyk polski,84,2026-05-1
98062854754,Jezyk angielski,89,2026-05-2
98062854754,Matematyka,42,2026-05-3
91062545394,Jezyk polski,76,2026-05-1
91062545394,Jezyk angielski,36,2026-05-2
91062545394,Matematyka,84,2026-05-3
98012711405,Jezyk polski,71,2026-05-1
98012711405,Jezyk angielski,84,2026-05-2
98012711405,Matematyka,34,2026-05-3
90021429593,Jezyk polski,82,2026-05-1
90021429593,Jezyk angielski,97,2026-05-2
90021429593,Matematyka,74,2026-05-3
98120855077,Jezyk polski,83,2026-05-1
98120855077,Jezyk angielski,44,2026-05-2
98120855077,Matematyka,87,2026-05-3
99012870963,Jezyk polski,100,2026-05-1
99012870963,Jezyk angielski,81,2026-05-2
99012870963,Matematyka,64,2026-05-3
95110655491,Jezyk polski,11,2026-05-1
95110655491,Jezyk angielski,74,2026-05-2
95110655491,Matematyka,87,2026-05-3
93020208402,Jezyk polski,73,2026-05-1
93020208402,Jezyk angielski,34,2026-05-2
93020208402,Matematyka,59,2026-05-3
92061555159,Jezyk polski,94,2026-05-1
92061555159,Jezyk angielski,84,2026-05-2
92061555159,Matematyka,52,2026-05-3
93051735931,Jezyk polski,100,2026-05-1
93051735931,Jezyk angielski,62,2026-05-2
93051735931,Matematyka,80,2026-05-3
98073195383,Jezyk polski,76,2026-05-1
98073195383,Jezyk angielski,78,2026-05-2
98073195383,Matematyka,78,2026-05-3
93123173340,Jezyk polski,79,2026-05-1
93123173340,Jezyk angielski,74,2026-05-2
93123173340,Matematyka,95,2026-05-3
96090657549,Jezyk polski,51,2026-05-1
96090657549,Jezyk angielski,87,2026-05-2
96090657549,Matematyka,55,2026-05-3
92060922590,Jezyk polski,70,2026-05-1
92060922590,Jezyk angielski,82,2026-05-2
92060922590,Matematyka,83,2026-05-3
95032106178,Jezyk polski,88,2026-05-1
95032106178,Jezyk angielski,85,2026-05-2
95032106178,Matematyka,74,2026-05-3
94040178337,Jezyk polski,64,2026-05-1
94040178337,Jezyk angielski,83,2026-05-2
94040178337,Matematyka,70,2026-05-3
92102095534,Jezyk polski,80,2026-05-1
92102095534,Jezyk angielski,88,2026-05-2
92102095534,Matematyka,93,2026-05-3
94110570542,Jezyk polski,68,2026-05-1
94110570542,Jezyk angielski,63,2026-05-2
94110570542,Matematyka,48,2026-05-3
93101093912,Jezyk polski,94,2026-05-1
93101093912,Jezyk angielski,76,2026-05-2
93101093912,Matematyka,71,2026-05-3
97100410967,Jezyk polski,78,2026-05-1
97100410967,Jezyk angielski,84,2026-05-2
97100410967,Matematyka,97,2026-05-3
94062676354,Jezyk polski,35,2026-05-1
94062676354,Jezyk angielski,56,2026-05-2
94062676354,Matematyka,71,2026-05-3
96013055841,Jezyk polski,83,2026-05-1
96013055841,Jezyk angielski,74,2026-05-2
96013055841,Matematyka,78,2026-05-3
94111488903,Jezyk polski,85,2026-05-1
94111488903,Jezyk angielski,83,2026-05-2
94111488903,Matematyka,100,2026-05-3
97081243211,Jezyk polski,84,2026-05-1
97081243211,Jezyk angielski,39,2026-05-2
97081243211,Matematyka,74,2026-05-3
90081006981,Jezyk polski,37,2026-05-1
90081006981,Jezyk angielski,95,2026-05-2
90081006981,Matematyka,80,2026-05-3
95072568040,Jezyk polski,74,2026-05-1
95072568040,Jezyk angielski,80,2026-05-2
95072568040,Matematyka,57,2026-05-3
97091709235,Jezyk polski,100,2026-05-1
97091709235,Jezyk angielski,74,2026-05-2
97091709235,Matematyka,98,2026-05-3
91051609096,Jezyk polski,88,2026-05-1
91051609096,Jezyk angielski,72,2026-05-2
91051609096,Matematyka,45,2026-05-3
96112177789,Jezyk polski,18,2026-05-1
96112177789,Jezyk angielski,80,2026-05-2
96112177789,Matematyka,86,2026-05-3
99090589933,Jezyk polski,83,2026-05-1
99090589933,Jezyk angielski,18,2026-05-2
99090589933,Matematyka,94,2026-05-3
94090968069,Jezyk polski,77,2026-05-1
94090968069,Jezyk angielski,81,2026-05-2
94090968069,Matematyka,80,2026-05-3
95031535946,Jezyk polski,81,2026-05-1
95031535946,Jezyk angielski,48,2026-05-2
95031535946,Matematyka,31,2026-05-3
99102404717,Jezyk polski,87,2026-05-1
99102404717,Jezyk angielski,100,2026-05-2
99102404717,Matematyka,32,2026-05-3
92073057384,Jezyk polski,76,2026-05-1
92073057384,Jezyk angielski,100,2026-05-2
92073057384,Matematyka,85,2026-05-3
96030748388,Jezyk polski,78,2026-05-1
96030748388,Jezyk angielski,61,2026-05-2
96030748388,Matematyka,70,2026-05-3
90021790374,Jezyk polski,88,2026-05-1
90021790374,Jezyk angielski,100,2026-05-2
90021790374,Matematyka,85,2026-05-3
91022872984,Jezyk polski,63,2026-05-1
91022872984,Jezyk angielski,76,2026-05-2
91022872984,Matematyka,35,2026-05-3
99062806062,Jezyk polski,89,2026-05-1
99062806062,Jezyk angielski,72,2026-05-2
99062806062,Matematyka,92,2026-05-3
97011416748,Jezyk polski,59,2026-05-1
97011416748,Jezyk angielski,82,2026-05-2
97011416748,Matematyka,38,2026-05-3
94012246925,Jezyk polski,48,2026-05-1
94012246925,Jezyk angielski,69,2026-05-2
94012246925,Matematyka,72,2026-05-3
99061234679,Jezyk polski,83,2026-05-1
99061234679,Jezyk angielski,65,2026-05-2
99061234679,Matematyka,90,2026-05-3
99101591832,Jezyk polski,78,2026-05-1
99101591832,Jezyk angielski,93,2026-05-2
99101591832,Matematyka,88,2026-05-3
93022103590,Jezyk polski,83,2026-05-1
93022103590,Jezyk angielski,89,2026-05-2
93022103590,Matematyka,76,2026-05-3
93100779592,Jezyk polski,64,2026-05-1
93100779592,Jezyk angielski,44,2026-05-2
93100779592,Matematyka,66,2026-05-3
96061715388,Jezyk polski,73,2026-05-1
96061715388,Jezyk angielski,76,2026-05-2
96061715388,Matematyka,90,2026-05-3
95032919620,Jezyk polski,73,2026-05-1
95032919620,Jezyk angielski,91,2026-05-2
95032919620,Matematyka,70,2026-05-3
92071005174,Jezyk polski,82,2026-05-1
92071005174,Jezyk angielski,80,2026-05-2
92071005174,Matematyka,68,2026-05-3
93112952042,Jezyk polski,95,2026-05-1
93112952042,Jezyk angielski,71,2026-05-2
93112952042,Matematyka,90,2026-05-3
93110656894,Jezyk polski,20,2026-05-1
93110656894,Jezyk angielski,100,2026-05-2
93110656894,Matematyka,87,2026-05-3
99040818272,Jezyk polski,80,2026-05-1
99040818272,Jezyk angielski,85,2026-05-2
99040818272,Matematyka,77,2026-05-3
98122437127,Jezyk polski,89,2026-05-1
98122437127,Jezyk angielski,100,2026-05-2
98122437127,Matematyka,81,2026-05-3
90011683437,Jezyk polski,86,2026-05-1
90011683437,Jezyk angielski,87,2026-05-2
90011683437,Matematyka,36,2026-05-3
94110159745,Jezyk polski,85,2026-05-1
94110159745,Jezyk angielski,85,2026-05-2
94110159745,Matematyka,85,2026-05-3
93032732348,Jezyk polski,84,2026-05-1
93032732348,Jezyk angielski,89,2026-05-2
93032732348,Matematyka,73,2026-05-3
94110576159,Jezyk polski,95,2026-05-1
94110576159,Jezyk angielski,76,2026-05-2
94110576159,Matematyka,96,2026-05-3
99043076323,Jezyk polski,72,2026-05-1
99043076323,Jezyk angielski,95,2026-05-2
99043076323,Matematyka,57,2026-05-3
96040164785,Jezyk polski,100,2026-05-1
96040164785,Jezyk angielski,90,2026-05-2
96040164785,Matematyka,77,2026-05-3
91062627564,Jezyk polski,77,2026-05-1
91062627564,Jezyk angielski,39,2026-05-2
91062627564,Matematyka,100,2026-05-3
97030373145,Jezyk polski,100,2026-05-1
97030373145,Jezyk angielski,82,2026-05-2
97030373145,Matematyka,74,2026-05-3
97101533610,Jezyk polski,67,2026-05-1
97101533610,Jezyk angielski,98,2026-05-2
97101533610,Matematyka,75,2026-05-3
90122969479,Jezyk polski,83,2026-05-1
90122969479,Jezyk angielski,70,2026-05-2
90122969479,Matematyka,93,2026-05-3
94052657396,Jezyk polski,72,2026-05-1
94052657396,Jezyk angielski,100,2026-05-2
94052657396,Matematyka,88,2026-05-3
92080551042,Jezyk polski,81,2026-05-1
92080551042,Jezyk angielski,64,2026-05-2
92080551042,Matematyka,99,2026-05-3
95070988763,Jezyk polski,88,2026-05-1
95070988763,Jezyk angielski,77,2026-05-2
95070988763,Matematyka,84,2026-05-3
99102766848,Jezyk polski,98,2026-05-1
99102766848,Jezyk angielski,73,2026-05-2
99102766848,Matematyka,76,2026-05-3
97071420543,Jezyk polski,71,2026-05-1
97071420543,Jezyk angielski,89,2026-05-2
97071420543,Matematyka,84,2026-05-3
95021591444,Jezyk polski,88,2026-05-1
95021591444,Jezyk angielski,91,2026-05-2
95021591444,Matematyka,81,2026-05-3
92120820255,Jezyk polski,75,2026-05-1
92120820255,Jezyk angielski,92,2026-05-2
92120820255,Matematyka,77,2026-05-3
90082395574,Jezyk polski,73,2026-05-1
90082395574,Jezyk angielski,81,2026-05-2
90082395574,Matematyka,75,2026-05-3
90081823652,Jezyk polski,70,2026-05-1
90081823652,Jezyk angielski,89,2026-05-2
90081823652,Matematyka,96,2026-05-3
90051020681,Jezyk polski,59,2026-05-1
90051020681,Jezyk angielski,89,2026-05-2
90051020681,Matematyka,100,2026-05-3
99052525362,Jezyk polski,82,2026-05-1
99052525362,Jezyk angielski,82,2026-05-2
99052525362,Matematyka,93,2026-05-3
92091010051,Jezyk polski,85,2026-05-1
92091010051,Jezyk angielski,70,2026-05-2
92091010051,Matematyka,71,2026-05-3
92110491227,Jezyk polski,85,2026-05-1
92110491227,Jezyk angielski,77,2026-05-2
92110491227,Matematyka,75,2026-05-3
92020560611,Jezyk polski,70,2026-05-1
92020560611,Jezyk angielski,92,2026-05-2
92020560611,Matematyka,40,2026-05-3
97072952425,Jezyk polski,30,2026-05-1
97072952425,Jezyk angielski,82,2026-05-2
97072952425,Matematyka,77,2026-05-3
91112392925,Jezyk polski,77,2026-05-1
91112392925,Jezyk angielski,68,2026-05-2
91112392925,Matematyka,100,2026-05-3
96062575152,Jezyk polski,76,2026-05-1
96062575152,Jezyk angielski,81,2026-05-2
96062575152,Matematyka,71,2026-05-3
98103175741,Jezyk polski,82,2026-05-1
98103175741,Jezyk angielski,70,2026-05-2
98103175741,Matematyka,90,2026-05-3
91071692937,Jezyk polski,83,2026-05-1
91071692937,Jezyk angielski,83,2026-05-2
91071692937,Matematyka,87,2026-05-3
98012978978,Jezyk polski,60,2026-05-1
98012978978,Jezyk angielski,81,2026-05-2
98012978978,Matematyka,84,2026-05-3
90121404717,Jezyk polski,67,2026-05-1
90121404717,Jezyk angielski,95,2026-05-2
90121404717,Matematyka,95,2026-05-3
93123043900,Jezyk polski,82,2026-05-1
93123043900,Jezyk angielski,100,2026-05-2
93123043900,Matematyka,100,2026-05-3
98100204862,Jezyk polski,72,2026-05-1
98100204862,Jezyk angielski,88,2026-05-2
98100204862,Matematyka,83,2026-05-3
99012935208,Jezyk polski,84,2026-05-1
99012935208,Jezyk angielski,79,2026-05-2
99012935208,Matematyka,70,2026-05-3
96121559952,Jezyk polski,90,2026-05-1
96121559952,Jezyk angielski,75,2026-05-2
96121559952,Matematyka,65,2026-05-3
96081910778,Jezyk polski,80,2026-05-1
96081910778,Jezyk angielski,93,2026-05-2
96081910778,Matematyka,71,2026-05-3
94032739618,Jezyk polski,85,2026-05-1
94032739618,Jezyk angielski,77,2026-05-2
94032739618,Matematyka,80,2026-05-3
93051778998,Jezyk polski,100,2026-05-1
93051778998,Jezyk angielski,90,2026-05-2
93051778998,Matematyka,75,2026-05-3
92111450681,Jezyk polski,99,2026-05-1
92111450681,Jezyk angielski,84,2026-05-2
92111450681,Matematyka,100,2026-05-3
93122410587,Jezyk polski,72,2026-05-1
93122410587,Jezyk angielski,65,2026-05-2
93122410587,Matematyka,79,2026-05-3
92070990538,Jezyk polski,76,2026-05-1
92070990538,Jezyk angielski,82,2026-05-2
92070990538,Matematyka,71,2026-05-3
95062211091,Jezyk polski,70,2026-05-1
95062211091,Jezyk angielski,71,2026-05-2
95062211091,Matematyka,59,2026-05-3
96043081443,Jezyk polski,90,2026-05-1
96043081443,Jezyk angielski,36,2026-05-2
96043081443,Matematyka,86,2026-05-3
95122889879,Jezyk polski,70,2026-05-1
95122889879,Jezyk angielski,79,2026-05-2
95122889879,Matematyka,97,2026-05-3
99032629606,Jezyk polski,87,2026-05-1
99032629606,Jezyk angielski,80,2026-05-2
99032629606,Matematyka,96,2026-05-3
96011317882,Jezyk polski,99,2026-05-1
96011317882,Jezyk angielski,87,2026-05-2
96011317882,Matematyka,85,2026-05-3
96032460192,Jezyk polski,83,2026-05-1
96032460192,Jezyk angielski,75,2026-05-2
96032460192,Matematyka,26,2026-05-3
99042034757,Jezyk polski,83,2026-05-1
99042034757,Jezyk angielski,79,2026-05-2
99042034757,Matematyka,79,2026-05-3
92100878515,Jezyk polski,84,2026-05-1
92100878515,Jezyk angielski,85,2026-05-2
92100878515,Matematyka,73,2026-05-3
95112546582,Jezyk polski,62,2026-05-1
95112546582,Jezyk angielski,96,2026-05-2
95112546582,Matematyka,57,2026-05-3
92042758863,Jezyk polski,99,2026-05-1
92042758863,Jezyk angielski,88,2026-05-2
92042758863,Matematyka,81,2026-05-3
96010181303,Jezyk polski,37,2026-05-1
96010181303,Jezyk angielski,79,2026-05-2
96010181303,Matematyka,87,2026-05-3
92050395065,Jezyk polski,99,2026-05-1
92050395065,Jezyk angielski,79,2026-05-2
92050395065,Matematyka,73,2026-05-3
92122181772,Jezyk polski,61,2026-05-1
92122181772,Jezyk angielski,71,2026-05-2
92122181772,Matematyka,81,2026-05-3
97080825722,Jezyk polski,85,2026-05-1
97080825722,Jezyk angielski,74,2026-05-2
97080825722,Matematyka,81,2026-05-3
98091760859,Jezyk polski,72,2026-05-1
98091760859,Jezyk angielski,64,2026-05-2
98091760859,Matematyka,82,2026-05-3
90100967460,Jezyk polski,68,2026-05-1
90100967460,Jezyk angielski,73,2026-05-2
90100967460,Matematyka,70,2026-05-3
91090192652,Jezyk polski,80,2026-05-1
91090192652,Jezyk angielski,80,2026-05-2
91090192652,Matematyka,75,2026-05-3
97102209738,Jezyk polski,91,2026-05-1
97102209738,Jezyk angielski,85,2026-05-2
97102209738,Matematyka,100,2026-05-3
96040968181,Jezyk polski,85,2026-05-1
96040968181,Jezyk angielski,76,2026-05-2
96040968181,Matematyka,83,2026-05-3
94071524536,Jezyk polski,72,2026-05-1
94071524536,Jezyk angielski,52,2026-05-2
94071524536,Matematyka,73,2026-05-3
90040385029,Jezyk polski,59,2026-05-1
90040385029,Jezyk angielski,69,2026-05-2
90040385029,Matematyka,80,2026-05-3
95020488732,Jezyk polski,88,2026-05-1
95020488732,Jezyk angielski,63,2026-05-2
95020488732,Matematyka,80,2026-05-3
92121745692,Jezyk polski,71,2026-05-1
92121745692,Jezyk angielski,74,2026-05-2
92121745692,Matematyka,64,2026-05-3
92071546455,Jezyk polski,59,2026-05-1
92071546455,Jezyk angielski,78,2026-05-2
92071546455,Matematyka,93,2026-05-3
99071175898,Jezyk polski,26,2026-05-1
99071175898,Jezyk angielski,79,2026-05-2
99071175898,Matematyka,84,2026-05-3
98112571747,Jezyk polski,85,2026-05-1
98112571747,Jezyk angielski,81,2026-05-2
98112571747,Matematyka,78,2026-05-3
95051041416,Jezyk polski,80,2026-05-1
95051041416,Jezyk angielski,76,2026-05-2
95051041416,Matematyka,77,2026-05-3
97092092884,Jezyk polski,74,2026-05-1
97092092884,Jezyk angielski,43,2026-05-2
97092092884,Matematyka,25,2026-05-3
96031378647,Jezyk polski,88,2026-05-1
96031378647,Jezyk angielski,86,2026-05-2
96031378647,Matematyka,100,2026-05-3
91060859455,Jezyk polski,83,2026-05-1
91060859455,Jezyk angielski,88,2026-05-2
91060859455,Matematyka,100,2026-05-3
92012954235,Jezyk polski,75,2026-05-1
92012954235,Jezyk angielski,92,2026-05-2
92012954235,Matematyka,76,2026-05-3
90101318104,Jezyk polski,50,2026-05-1
90101318104,Jezyk angielski,73,2026-05-2
90101318104,Matematyka,81,2026-05-3
90022221804,Jezyk polski,74,2026-05-1
90022221804,Jezyk angielski,87,2026-05-2
90022221804,Matematyka,63,2026-05-3
90091464894,Jezyk polski,30,2026-05-1
90091464894,Jezyk angielski,93,2026-05-2
90091464894,Matematyka,86,2026-05-3
91072752207,Jezyk polski,78,2026-05-1
91072752207,Jezyk angielski,69,2026-05-2
91072752207,Matematyka,78,2026-05-3
93110700814,Jezyk polski,100,2026-05-1
93110700814,Jezyk angielski,67,2026-05-2
93110700814,Matematyka,78,2026-05-3
96042605804,Jezyk polski,72,2026-05-1
96042605804,Jezyk angielski,86,2026-05-2
96042605804,Matematyka,94,2026-05-3
90011430220,Jezyk polski,98,2026-05-1
90011430220,Jezyk angielski,76,2026-05-2
90011430220,Matematyka,74,2026-05-3
92112140068,Jezyk polski,71,2026-05-1
92112140068,Jezyk angielski,81,2026-05-2
92112140068,Matematyka,79,2026-05-3
96092000734,Jezyk polski,76,2026-05-1
96092000734,Jezyk angielski,93,2026-05-2
96092000734,Matematyka,66,2026-05-3
95061162558,Jezyk polski,72,2026-05-1
95061162558,Jezyk angielski,75,2026-05-2
95061162558,Matematyka,89,2026-05-3
97031693202,Jezyk polski,74,2026-05-1
97031693202,Jezyk angielski,78,2026-05-2
97031693202,Matematyka,71,2026-05-3
92070290270,Jezyk polski,55,2026-05-1
92070290270,Jezyk angielski,60,2026-05-2
92070290270,Matematyka,95,2026-05-3
94092055525,Jezyk polski,69,2026-05-1
94092055525,Jezyk angielski,83,2026-05-2
94092055525,Matematyka,51,2026-05-3
96011060551,Jezyk polski,89,2026-05-1
96011060551,Jezyk angielski,73,2026-05-2
96011060551,Matematyka,87,2026-05-3
93102641015,Jezyk polski,78,2026-05-1
93102641015,Jezyk angielski,58,2026-05-2
93102641015,Matematyka,20,2026-05-3
91012820252,Jezyk polski,66,2026-05-1
91012820252,Jezyk angielski,64,2026-05-2
91012820252,Matematyka,100,2026-05-3
98110744549,Jezyk polski,85,2026-05-1
98110744549,Jezyk angielski,73,2026-05-2
98110744549,Matematyka,40,2026-05-3
90051163027,Jezyk polski,99,2026-05-1
90051163027,Jezyk angielski,88,2026-05-2
90051163027,Matematyka,81,2026-05-3
92041521970,Jezyk polski,83,2026-05-1
92041521970,Jezyk angielski,79,2026-05-2
92041521970,Matematyka,77,2026-05-3
92121517912,Jezyk polski,99,2026-05-1
92121517912,Jezyk angielski,80,2026-05-2
92121517912,Matematyka,73,2026-05-3
96061724823,Jezyk polski,92,2026-05-1
96061724823,Jezyk angielski,89,2026-05-2
96061724823,Matematyka,86,2026-05-3
92101252640,Jezyk polski,78,2026-05-1
92101252640,Jezyk angielski,59,2026-05-2
92101252640,Matematyka,72,2026-05-3
92011515169,Jezyk polski,86,2026-05-1
92011515169,Jezyk angielski,44,2026-05-2
92011515169,Matematyka,100,2026-05-3
95111244207,Jezyk polski,100,2026-05-1
95111244207,Jezyk angielski,73,2026-05-2
95111244207,Matematyka,77,2026-05-3
99083123012,Jezyk polski,85,2026-05-1
